lemma	lemma_orth	xpostag	llfpm10	lemma_freq	coda	c1	c2	lemma_syl_count	class	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset	category	form
kucorog	kucorog	[/V][Prs.NDef.3Pl]	0.46668883702308034	2510	g	g		3	vc	NA	NA	NA	NA	NA	nak	kucorognak	kucorognak	144	-0.7746223923627081	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	kucorognak
ṉivákol	nyivákol	[/V][Prs.NDef.3Pl]	0.23639561085399163	1477	l	l		3	vc	NA	NA	NA	NA	NA	nak	ṉivákolnak	nyivákolnak	144	-0.7746223923627081	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	ṉivákolnak
sorongat	szorongat	[/V][Prs.NDef.2Sg]	1.5917097530584343	33473	t	t		3	vc	NA	NA	NA	NA	NA	s	sorongats	szorongatsz	144	-0.7746223923627081	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	sorongats
sorít	szorít	[/V][Prs.1Sg›2]	2.371761922066822	201719	t	t		2	vc	sorítalak	szorítalak	alak	144	-0.7746223923627081	lak	sorítlak	szorítlak	99	-0.937349689860408	1.4545454545454546	0.3746934494414107	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
sorít	szorít	[/V][Prs.1Sg›2]	2.371761922066822	201719	t	t		2	vc	sorítalak	szorítalak	alak	144	-0.7746223923627081	lak	sorítlak	szorítlak	99	-0.937349689860408	1.4545454545454546	0.3746934494414107	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
töltöget	töltöget	[/V][Prs.NDef.2Pl]	1.033532291988834	9258	t	t		3	vc	NA	NA	NA	NA	NA	tek	töltögettek	töltögettek	144	-0.7746223923627081	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	töltögettek
ütöget	ütöget	[/V][Prs.NDef.2Pl]	1.1465581229449482	12010	t	t		3	vc	NA	NA	NA	NA	NA	tek	ütögettek	ütögettek	144	-0.7746223923627081	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	ütögettek
aktivál	aktivál	[/V][Prs.NDef.2Sg]	2.1026809496734375	108559	l	l		3	vc	NA	NA	NA	NA	NA	s	aktiváls	aktiválsz	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	aktiváls
hengerel	hengerel	[/V][Prs.NDef.3Pl]	0.5426863038664719	2990	l	l		3	vc	NA	NA	NA	NA	NA	nek	hengerelnek	hengerelnek	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	hengerelnek
kukkol	kukkol	[/V][Prs.NDef.3Pl]	0.6092178979760704	3485	l	l		2	vc	NA	NA	NA	NA	NA	nak	kukkolnak	kukkolnak	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	kukkolnak
kóricál	kóricál	[/V][Prs.NDef.3Pl]	0.2289817319061171	1452	l	l		3	vc	NA	NA	NA	NA	NA	nak	kóricálnak	kóricálnak	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	kóricálnak
köṉörül	könyörül	[/V][Prs.NDef.2Sg]	1.1743268610327158	12803	l	l		3	vc	NA	NA	NA	NA	NA	s	köṉörüls	könyörülsz	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	köṉörüls
marcangol	marcangol	[/V][Prs.NDef.3Pl]	0.8355792250556157	5869	l	l		3	vc	NA	NA	NA	NA	NA	nak	marcangolnak	marcangolnak	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	marcangolnak
mistifikál	misztifikál	[/V][Prs.NDef.2Pl]	0.6163862678752193	3543	l	l		4	vc	NA	NA	NA	NA	NA	tok	mistifikáltok	misztifikáltok	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	mistifikáltok
moṯog	motyog	[/V][Prs.NDef.2Sg]	1.3190424451948284	17866	g	g		2	vc	NA	NA	NA	NA	NA	s	moṯogs	motyogsz	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	moṯogs
olt	olt	[/V][Prs.NDef.2Sg]	2.01363438478017	88434	lt	l	t	1	cc	oltas	oltasz	as	143	-0.777648846992896	s	olts	oltsz	2	-2.6319548887939765	71.5	4.269697449699962	TRUE	Prs.NDef.2Sg (mondas)	4096	test	olts
olt	olt	[/V][Prs.NDef.2Sg]	2.01363438478017	88434	lt	l	t	1	cc	oltas	oltasz	as	143	-0.777648846992896	s	olts	oltsz	2	-2.6319548887939765	71.5	4.269697449699962	TRUE	Prs.NDef.2Sg (mondas)	4096	test	olts
šimul	simul	[/V][Prs.NDef.2Sg]	1.5572546007883294	30920	l	l		2	vc	NA	NA	NA	NA	NA	s	šimuls	simulsz	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	šimuls
sívlel	szívlel	[/V][Prs.NDef.3Pl]	0.8496310475736456	6062	l	l		2	vc	NA	NA	NA	NA	NA	nek	sívlelnek	szívlelnek	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	sívlelnek
ugat	ugat	[/V][Prs.NDef.2Pl]	1.5945676870695726	33694	t	t		2	vc	NA	NA	NA	NA	NA	tok	ugattok	ugattok	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	ugattok
zubog	zubog	[/V][Prs.NDef.3Pl]	0.549745815621985	3039	g	g		2	vc	NA	NA	NA	NA	NA	nak	zubognak	zubognak	143	-0.777648846992896	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	zubognak
fektet	fektet	[/V][Prs.1Sg›2]	2.494267460669555	267456	t	t		2	vc	NA	NA	NA	NA	NA	lek	fektetlek	fektetlek	142	-0.7806965400749013	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	vc training	fektetlek
félemlít	félemlít	[/V][Prs.NDef.3Pl]	0.6384910192239859	3728	t	t		3	vc	félemlítenek	félemlítenek	enek	142	-0.7806965400749013	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	félemlítenek
határoz	határoz	[/V][Prs.NDef.2Pl]	3.0964565247456473	1070142	z	z		3	vc	NA	NA	NA	NA	NA	tok	határoztok	határoztok	142	-0.7806965400749013	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	határoztok
kopog	kopog	[/V][Prs.NDef.2Sg]	1.6573329853081693	38933	g	g		2	vc	NA	NA	NA	NA	NA	s	kopogs	kopogsz	142	-0.7806965400749013	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	kopogs
kárhoztat	kárhoztat	[/V][Prs.1Sg›2]	1.3864959435923794	20868	t	t		3	vc	NA	NA	NA	NA	NA	lak	kárhoztatlak	kárhoztatlak	142	-0.7806965400749013	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	vc training	kárhoztatlak
mesel	meszel	[/V][Prs.NDef.3Pl]	0.8189098035857896	5648	l	l		2	vc	NA	NA	NA	NA	NA	nek	meselnek	meszelnek	142	-0.7806965400749013	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	meselnek
sellent	szellent	[/V][Prs.NDef.3Pl]	0.3218048029392521	1798	nt	n	t	2	cc	sellentenek	szellentenek	enek	142	-0.7806965400749013	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	cc training	sellentenek
servizel	szervizel	[/V][Prs.NDef.2Pl]	1.1480021624529293	12050	l	l		3	vc	NA	NA	NA	NA	NA	tek	servizeltek	szervizeltek	142	-0.7806965400749013	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	servizeltek
sül	szül	[/V][Prs.NDef.2Pl]	2.5969072397365864	338760	l	l		1	vc	NA	NA	NA	NA	NA	tök	sültök	szültök	142	-0.7806965400749013	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	sültök
tanulmáṉoz	tanulmányoz	[/V][Prs.NDef.2Sg]	2.2957977520363366	169349	z	z		4	vc	NA	NA	NA	NA	NA	ol	tanulmáṉozol	tanulmányozol	142	-0.7806965400749013	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	tanulmáṉozol
össeír	összeír	[/V][Prs.NDef.3Pl]	1.1892637695200958	13251	r	r		3	vc	NA	NA	NA	NA	NA	nak	össeírnak	összeírnak	142	-0.7806965400749013	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	össeírnak
kanalaz	kanalaz	[/V][Prs.NDef.3Pl]	1.5049875239813908	27414	z	z		3	vc	NA	NA	NA	NA	NA	nak	kanalaznak	kanalaznak	141	-0.783765771802578	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	kanalaznak
pakol	pakol	[/V][Prs.NDef.2Pl]	2.20819827260088	138415	l	l		2	vc	NA	NA	NA	NA	NA	tok	pakoltok	pakoltok	141	-0.783765771802578	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	pakoltok
šajnál	sajnál	[/V][Prs.NDef.2Pl]	2.6204308423342795	357615	l	l		2	vc	NA	NA	NA	NA	NA	tok	šajnáltok	sajnáltok	141	-0.783765771802578	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	šajnáltok
šaṉargat	sanyargat	[/V][Prs.NDef.3Pl]	0.946283072366655	7573	t	t		3	vc	NA	NA	NA	NA	NA	nak	šaṉargatnak	sanyargatnak	141	-0.783765771802578	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	šaṉargatnak
sel	szel	[/V][Prs.NDef.2Pl]	1.7516720027392478	48379	l	l		1	vc	NA	NA	NA	NA	NA	tek	seltek	szeltek	141	-0.783765771802578	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	seltek
tapad	tapad	[/V][Prs.NDef.2Sg]	1.9725465622590392	80451	d	d		2	vc	NA	NA	NA	NA	NA	s	tapads	tapadsz	141	-0.783765771802578	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	tapads
vezekel	vezekel	[/V][Prs.NDef.2Pl]	0.8941258030080533	6716	l	l		3	vc	NA	NA	NA	NA	NA	tek	vezekeltek	vezekeltek	141	-0.783765771802578	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	vezekeltek
hiúšul	hiúsul	[/V][Prs.NDef.3Pl]	0.8749558367575414	6426	l	l		3	vc	NA	NA	NA	NA	NA	nak	hiúšulnak	hiúsulnak	140	-0.7868568487797198	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	hiúšulnak
hízeleg	hízeleg	[/V][Prs.NDef.2Pl]	0.9838374001379542	8257	g	g		3	vc	NA	NA	NA	NA	NA	tek	hízelegtek	hízelegtek	140	-0.7868568487797198	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	hízelegtek
kompenzál	kompenzál	[/V][Prs.NDef.2Sg]	1.8894774213007128	66445	l	l		3	vc	NA	NA	NA	NA	NA	s	kompenzáls	kompenzálsz	140	-0.7868568487797198	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	kompenzáls
kritizál	kritizál	[/V][Prs.NDef.2Pl]	2.024435620603193	90661	l	l		3	vc	NA	NA	NA	NA	NA	tok	kritizáltok	kritizáltok	140	-0.7868568487797198	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	kritizáltok
mondogat	mondogat	[/V][Prs.NDef.2Sg]	1.8013107750242403	54237	t	t		3	vc	NA	NA	NA	NA	NA	s	mondogats	mondogatsz	140	-0.7868568487797198	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	mondogats
piskál	piszkál	[/V][Prs.NDef.2Sg]	1.6147775177957713	35299	l	l		2	vc	NA	NA	NA	NA	NA	s	piskáls	piszkálsz	140	-0.7868568487797198	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	piskáls
pörög	pörög	[/V][Prs.NDef.2Pl]	2.183503312486758	130764	g	g		2	vc	NA	NA	NA	NA	NA	tök	pörögtök	pörögtök	140	-0.7868568487797198	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	pörögtök
tudatošít	tudatosít	[/V][Prs.NDef.3Pl]	1.9109825194386432	69818	t	t		4	vc	tudatošítanak	tudatosítanak	anak	140	-0.7868568487797198	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	tudatošítanak
ütemez	ütemez	[/V][Prs.NDef.2Pl]	1.1471724265122265	12027	z	z		3	vc	NA	NA	NA	NA	NA	tek	ütemeztek	ütemeztek	140	-0.7868568487797198	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	ütemeztek
bilinčel	bilincsel	[/V][Prs.NDef.2Pl]	0.6525886341647733	3851	l	l		3	vc	NA	NA	NA	NA	NA	tek	bilinčeltek	bilincseltek	139	-0.7899700842038627	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	bilinčeltek
čiklandoz	csiklandoz	[/V][Prs.NDef.3Pl]	0.880729507423187	6512	z	z		3	vc	NA	NA	NA	NA	NA	nak	čiklandoznak	csiklandoznak	139	-0.7899700842038627	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	čiklandoznak
drukkol	drukkol	[/V][Prs.NDef.2Pl]	1.7058237360422068	43532	l	l		2	vc	NA	NA	NA	NA	NA	tok	drukkoltok	drukkoltok	139	-0.7899700842038627	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	drukkoltok
evangelizál	evangelizál	[/V][Prs.NDef.3Pl]	0.45369239950287993	2436	l	l		5	vc	NA	NA	NA	NA	NA	nak	evangelizálnak	evangelizálnak	139	-0.7899700842038627	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	evangelizálnak
fehérít	fehérít	[/V][Prs.NDef.3Pl]	0.9014994008768474	6831	t	t		3	vc	fehérítenek	fehérítenek	enek	139	-0.7899700842038627	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	fehérítenek
fárad	fárad	[/V][Prs.NDef.2Pl]	1.872067174815941	63834	d	d		2	vc	NA	NA	NA	NA	NA	tok	fáradtok	fáradtok	139	-0.7899700842038627	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	fáradtok
füṯörés	fütyörész	[/V][Prs.NDef.2Pl]	0.82781442717276	5765	s	s		3	vc	NA	NA	NA	NA	NA	tek	füṯöréstek	fütyörésztek	139	-0.7899700842038627	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	füṯöréstek
hidal	hidal	[/V][Prs.NDef.3Pl]	0.979130844620896	8168	l	l		2	vc	NA	NA	NA	NA	NA	nak	hidalnak	hidalnak	139	-0.7899700842038627	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	hidalnak
laššul	lassul	[/V][Prs.NDef.2Sg]	1.7691784442279646	50369	l	l		2	vc	NA	NA	NA	NA	NA	s	laššuls	lassulsz	139	-0.7899700842038627	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	laššuls
ost	oszt	[/V][Prs.NDef.2Pl]	3.0325272520246824	923660	st	s	t	1	cc	ostotok	osztotok	otok	139	-0.7899700842038627	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	cc training	ostotok
robog	robog	[/V][Prs.NDef.2Sg]	1.4558620091415528	24482	g	g		2	vc	NA	NA	NA	NA	NA	s	robogs	robogsz	139	-0.7899700842038627	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	robogs
definiál	definiál	[/V][Prs.NDef.2Sg]	2.031854361187892	92223	l	l		4	vc	NA	NA	NA	NA	NA	s	definiáls	definiálsz	138	-0.7931057980567213	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	definiáls
evakuál	evakuál	[/V][Prs.NDef.3Pl]	0.9232605163320964	7182	l	l		4	vc	NA	NA	NA	NA	NA	nak	evakuálnak	evakuálnak	138	-0.7931057980567213	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	evakuálnak
intrikál	intrikál	[/V][Prs.NDef.3Pl]	-0.06434044606313209	739	l	l		3	vc	NA	NA	NA	NA	NA	nak	intrikálnak	intrikálnak	138	-0.7931057980567213	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	intrikálnak
lefeṯel	lefetyel	[/V][Prs.NDef.3Pl]	0.20341856367603217	1369	l	l		3	vc	NA	NA	NA	NA	NA	nek	lefeṯelnek	lefetyelnek	138	-0.7931057980567213	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	lefeṯelnek
merül	merül	[/V][Prs.NDef.2Pl]	2.75111507667058	483170	l	l		2	vc	NA	NA	NA	NA	NA	tök	merültök	merültök	138	-0.7931057980567213	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	merültök
pácol	pácol	[/V][Prs.NDef.3Pl]	1.1022046244504902	10844	l	l		2	vc	NA	NA	NA	NA	NA	nak	pácolnak	pácolnak	138	-0.7931057980567213	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	pácolnak
repít	repít	[/V][Prs.1Sg›2]	1.6942887772001285	42391	t	t		2	vc	repítelek	repítelek	elek	138	-0.7931057980567213	lek	repítlek	repítlek	2	-2.6319548887939765	69	4.23410650459726	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
repít	repít	[/V][Prs.1Sg›2]	1.6942887772001285	42391	t	t		2	vc	repítelek	repítelek	elek	138	-0.7931057980567213	lek	repítlek	repítlek	2	-2.6319548887939765	69	4.23410650459726	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA
šántikál	sántikál	[/V][Prs.NDef.2Pl]	0.8716315325292973	6377	l	l		3	vc	NA	NA	NA	NA	NA	tok	šántikáltok	sántikáltok	138	-0.7931057980567213	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	šántikáltok
tistogat	tisztogat	[/V][Prs.NDef.3Pl]	0.996587294618592	8503	t	t		3	vc	NA	NA	NA	NA	NA	nak	tistogatnak	tisztogatnak	138	-0.7931057980567213	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	tistogatnak
fosforeskál	foszforeszkál	[/V][Prs.NDef.3Pl]	-0.00870559839607616	840	l	l		4	vc	NA	NA	NA	NA	NA	nak	fosforeskálnak	foszforeszkálnak	137	-0.796264317301551	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	fosforeskálnak
gondoz	gondoz	[/V][Prs.NDef.2Sg]	2.0031013904131183	86315	z	z		2	vc	NA	NA	NA	NA	NA	ol	gondozol	gondozol	137	-0.796264317301551	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	gondozol
hallat	hallat	[/V][Prs.NDef.2Sg]	1.6233658685711316	36004	t	t		2	vc	NA	NA	NA	NA	NA	s	hallats	hallatsz	137	-0.796264317301551	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	hallats
optimalizál	optimalizál	[/V][Prs.NDef.2Sg]	1.978785100503628	81615	l	l		5	vc	NA	NA	NA	NA	NA	s	optimalizáls	optimalizálsz	137	-0.796264317301551	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	optimalizáls
tešped	tesped	[/V][Prs.NDef.3Pl]	0.31523367673211694	1771	d	d		2	vc	NA	NA	NA	NA	NA	nek	tešpednek	tespednek	137	-0.796264317301551	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	tešpednek
alulmarad	alulmarad	[/V][Prs.NDef.2Sg]	1.44066258775126	23640	d	d		4	vc	NA	NA	NA	NA	NA	s	alulmarads	alulmaradsz	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	alulmarads
avat	avat	[/V][Prs.1Sg›2]	2.2489187005536913	152021	t	t		2	vc	NA	NA	NA	NA	NA	lak	avatlak	avatlak	136	-0.7994459760877403	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	vc training	avatlak
dramatizál	dramatizál	[/V][Prs.NDef.3Pl]	0.6551747319251342	3874	l	l		4	vc	NA	NA	NA	NA	NA	nak	dramatizálnak	dramatizálnak	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	dramatizálnak
menedžel	menedzsel	[/V][Prs.NDef.2Pl]	1.5330518907743913	29244	l	l		3	vc	NA	NA	NA	NA	NA	tek	menedželtek	menedzseltek	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	menedželtek
motivál	motivál	[/V][Prs.NDef.2Sg]	2.149822020588143	121006	l	l		3	vc	NA	NA	NA	NA	NA	s	motiváls	motiválsz	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	motiváls
ṉomatékošít	nyomatékosít	[/V][Prs.NDef.3Pl]	1.282758398179647	16434	t	t		5	vc	ṉomatékošítanak	nyomatékosítanak	anak	136	-0.7994459760877403	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	ṉomatékošítanak
šikít	sikít	[/V][Prs.NDef.2Sg]	1.2505696491609035	15260	t	t		2	vc	šikítas	sikítasz	as	136	-0.7994459760877403	NA	NA	NA	NA	NA	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	šikítas
sar	szar	[/V][Prs.NDef.2Pl]	2.583559743711764	328507	r	r		1	vc	NA	NA	NA	NA	NA	tok	sartok	szartok	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	sartok
semetel	szemetel	[/V][Prs.NDef.2Sg]	1.104561127627869	10903	l	l		3	vc	NA	NA	NA	NA	NA	s	semetels	szemetelsz	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	semetels
semlél	szemlél	[/V][Prs.NDef.2Sg]	2.173189007990094	127695	l	l		2	vc	NA	NA	NA	NA	NA	s	semléls	szemlélsz	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	semléls
sinkronizál	szinkronizál	[/V][Prs.NDef.2Sg]	1.555213177145396	30775	l	l		4	vc	NA	NA	NA	NA	NA	s	sinkronizáls	szinkronizálsz	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	sinkronizáls
sitál	szitál	[/V][Prs.NDef.3Pl]	1.2963129096561472	16955	l	l		2	vc	NA	NA	NA	NA	NA	nak	sitálnak	szitálnak	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	sitálnak
tép	tép	[/V][Prs.NDef.2Sg]	1.8772072947149936	64594	p	p		1	vc	NA	NA	NA	NA	NA	s	téps	tépsz	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	téps
zúz	zúz	[/V][Prs.NDef.2Sg]	1.516586072073253	28156	z	z		1	vc	NA	NA	NA	NA	NA	ol	zúzol	zúzol	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	zúzol
ústat	úsztat	[/V][Prs.NDef.3Pl]	0.7272163169227241	4573	t	t		2	vc	NA	NA	NA	NA	NA	nak	ústatnak	úsztatnak	136	-0.7994459760877403	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	ústatnak
hajsol	hajszol	[/V][Prs.NDef.2Sg]	1.4512968284276266	24226	l	l		2	vc	NA	NA	NA	NA	NA	s	hajsols	hajszolsz	135	-0.8026511159629518	NA	NA	FALSE	Prs.NDef.2Sg (mondas)	4096	vc training	hajsols
his	hisz	[/V][Prs.1Sg›2]	3.6214290397760864	3584379	s	s		1	vc	NA	NA	NA	NA	NA	lek	hislek	hiszlek	135	-0.8026511159629518	NA	NA	FALSE	Prs.1Sg›2 (mondalak)	1749	vc training	hislek
kebelez	kebelez	[/V][Prs.NDef.3Pl]	0.7096774469840776	4392	z	z		3	vc	NA	NA	NA	NA	NA	nek	kebeleznek	kebeleznek	135	-0.8026511159629518	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	kebeleznek
kötöget	kötöget	[/V][Prs.NDef.3Pl]	0.414149898452062	2224	t	t		3	vc	NA	NA	NA	NA	NA	nek	kötögetnek	kötögetnek	135	-0.8026511159629518	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	kötögetnek
mormog	mormog	[/V][Prs.NDef.3Pl]	0.9774260554567304	8136	g	g		2	vc	NA	NA	NA	NA	NA	nak	mormognak	mormognak	135	-0.8026511159629518	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	mormognak
oksidál	oxidál	[/V][Prs.NDef.3Pl]	0.6730738649523565	4037	l	l		3	vc	NA	NA	NA	NA	NA	nak	oksidálnak	oxidálnak	135	-0.8026511159629518	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	oksidálnak
sapul	szapul	[/V][Prs.NDef.3Pl]	1.0305668491161384	9195	l	l		2	vc	NA	NA	NA	NA	NA	nak	sapulnak	szapulnak	135	-0.8026511159629518	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	sapulnak
sédeleg	szédeleg	[/V][Prs.NDef.2Pl]	0.7850182838090597	5224	g	g		3	vc	NA	NA	NA	NA	NA	tek	sédelegtek	szédelegtek	135	-0.8026511159629518	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	sédelegtek
térdepel	térdepel	[/V][Prs.NDef.2Pl]	0.7295840824753024	4598	l	l		3	vc	NA	NA	NA	NA	NA	tek	térdepeltek	térdepeltek	135	-0.8026511159629518	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	térdepeltek
azonošul	azonosul	[/V][Prs.NDef.2Pl]	1.977212485508043	81320	l	l		4	vc	NA	NA	NA	NA	NA	tok	azonošultok	azonosultok	134	-0.8058800860931502	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	azonošultok
békél	békél	[/V][Prs.NDef.2Pl]	0.6023092355848126	3430	l	l		2	vc	NA	NA	NA	NA	NA	tek	békéltek	békéltek	134	-0.8058800860931502	NA	NA	FALSE	Prs.NDef.2Pl (mondotok)	3308	vc training	békéltek
felbojdul	felbolydul	[/V][Prs.NDef.3Pl]	0.41219273208474616	2214	l	l		3	vc	NA	NA	NA	NA	NA	nak	felbojdulnak	felbolydulnak	134	-0.8058800860931502	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	felbojdulnak
hatalmaz	hatalmaz	[/V][Prs.NDef.3Pl]	1.0896084295635042	10534	z	z		3	vc	NA	NA	NA	NA	NA	nak	hatalmaznak	hatalmaznak	134	-0.8058800860931502	NA	NA	FALSE	Prs.NDef.3Pl (mondanak)	4938	vc training	hatalmaznak
hódít	hódít	[/V][Prs.NDef.2Sg]	2.041001468710661	94186	t	t		2	vc	hódítas	hódítasz	as	134	-0.8058800860931502	s	hódíts	hódítsz	7	-2.087886844443701	19.142857142857142	2.951929650895598	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA
