lemma	krr_pred	lemma_orth	xpostag	llfpm10	lemma_freq	coda	c1	c2	lemma_syl_count	class	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset	category	form	alpha	sigma
ráng	0.7836735249459512	ráng	[/V][Prs.NDef.3Pl]	1.3527524056886966	19308	ng	n	g	1	cc	ránganak	ránganak	anak	80	-1.0298948974660145	nak	rángnak	rángnak	20	-1.6319548887939763	4	1.3862943611198906	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	rángnak	10	10
ráng	0.7836735249459512	ráng	[/V][Prs.NDef.2Sg]	1.3527524056886966	19308	ng	n	g	1	cc	rángas	rángasz	as	8	-2.0298948974660145	s	rángs	rángsz	3	-2.455863629738295	2.6666666666666665	0.9808292530117262	TRUE	Prs.NDef.2Sg (mondas)	4096	test	rángs	10	10
ránt	0.8104731066677483	ránt	[/V][Prs.NDef.2Sg]	2.1327815031647908	116350	nt	n	t	1	cc	rántas	rántasz	as	205	-0.6212310234022035	s	ránts	rántsz	10	-1.9329848844579576	20.5	3.0204248861443626	TRUE	Prs.NDef.2Sg (mondas)	4096	test	ránts	10	10
ránt	0.8104731066677483	ránt	[/V][Prs.NDef.2Pl]	2.1327815031647908	116350	nt	n	t	1	cc	rántotok	rántotok	otok	41	-1.3202010277382223	tok	ránttok	ránttok	1	-2.932984884457958	41	3.713572066704308	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	ránttok	10	10
ránt	0.8104731066677483	ránt	[/V][Prs.1Sg›2]	2.1327815031647908	116350	nt	n	t	1	cc	rántalak	rántalak	alak	32	-1.427834906138052	lak	rántlak	rántlak	3	-2.455863629738295	10.666666666666666	2.367123614131617	TRUE	Prs.1Sg›2 (mondalak)	1749	test	rántlak	10	10
rémít	0.8053616892170049	rémít	[/V][Prs.NDef.2Sg]	0.7368896180318447	4676	t	t	NA	2	vc	rémítes	rémítesz	es	26	-1.5180115364871398	s	rémíts	rémítsz	2	-2.6319548887939765	13	2.5649493574615367	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
résešít	0.8031770289418025	részesít	[/V][Prs.NDef.2Sg]	2.415730708682073	223211	t	t	NA	3	vc	résešítes	részesítesz	es	363	-0.3730782594218453	s	résešíts	részesítsz	7	-2.087886844443701	51.857142857142854	3.9484926852095374	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
résešít	0.8031770289418025	részesít	[/V][Prs.1Sg›2]	2.415730708682073	223211	t	t	NA	3	vc	résešítelek	részesítelek	elek	326	-0.4197672843900188	lek	résešítlek	részesítlek	14	-1.7868568487797198	23.285714285714285	3.147840051751449	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
résešít	0.8031770289418025	részesít	[/V][Prs.NDef.2Pl]	2.415730708682073	223211	t	t	NA	3	vc	résešítetek	részesítetek	etek	57	-1.1771100287854663	tek	résešíttek	részesíttek	7	-2.087886844443701	8.142857142857142	2.097141118779237	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
rögzít	0.8113850596368082	rögzít	[/V][Prs.NDef.3Pl]	2.8694357903583865	634484	t	t	NA	2	vc	rögzítenek	rögzítenek	enek	10770	1.0992308188400235	nek	rögzítnek	rögzítnek	3	-2.455863629738295	3590	8.1859074814823245	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
rögzít	0.8113850596368082	rögzít	[/V][Prs.NDef.2Sg]	2.8694357903583865	634484	t	t	NA	2	vc	rögzítes	rögzítesz	es	380	-0.3532012878411476	s	rögzíts	rögzítsz	3	-2.455863629738295	126.66666666666669	4.8415589640523216	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
rögzít	0.8113850596368082	rögzít	[/V][Prs.NDef.2Pl]	2.8694357903583865	634484	t	t	NA	2	vc	rögzítetek	rögzítetek	etek	63	-1.133644335004376	tek	rögzíttek	rögzíttek	20	-1.6319548887939763	3.15	1.1474024528375415	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
röpít	0.8179066503051962	röpít	[/V][Prs.NDef.3Pl]	1.137570131377074	11764	t	t	NA	2	vc	röpítenek	röpítenek	enek	468	-0.2627390313838338	nek	röpítnek	röpítnek	4	-2.3309248931299953	117	4.762173934797756	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
röpít	0.8179066503051962	röpít	[/V][Prs.NDef.2Sg]	1.137570131377074	11764	t	t	NA	2	vc	röpítes	röpítesz	es	18	-1.6777123793546518	s	röpíts	röpítsz	1	-2.932984884457958	18	2.8903717578961645	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
röpít	0.8179066503051962	röpít	[/V][Prs.1Sg›2]	1.137570131377074	11764	t	t	NA	2	vc	röpítelek	röpítelek	elek	12	-1.853803638410333	lek	röpítlek	röpítlek	2	-2.6319548887939765	6	1.791759469228055	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
rövidít	0.8042668338687206	rövidít	[/V][Prs.NDef.3Pl]	1.7726907068007145	50778	t	t	NA	3	vc	rövidítenek	rövidítenek	enek	453	-0.27688668244512593	nek	rövidítnek	rövidítnek	1	-2.932984884457958	453	6.115892125483034	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
rövidít	0.8042668338687206	rövidít	[/V][Prs.NDef.2Sg]	1.7726907068007145	50778	t	t	NA	3	vc	rövidítes	rövidítesz	es	30	-1.4558636297382954	s	rövidíts	rövidítsz	2	-2.6319548887939765	15	2.70805020110221	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
röštell	0.8242660891288901	röstell	[/V][Prs.NDef.3Pl]	0.6188309378930578	3563	ll	l	l	2	cc	röštellenek	röstellenek	enek	7	-2.087886844443701	nek	röštellnek	röstellnek	76	-1.0521712921771664	0.09210526315789472	-2.384823191231018	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	röštellnek	10	10
röštell	0.8242660891288901	röstell	[/V][Prs.NDef.2Sg]	0.6188309378930578	3563	ll	l	l	2	cc	röštelles	röstellesz	es	1	-2.932984884457958	s	röštells	röstellsz	8	-2.0298948974660145	0.125	-2.0794415416798357	TRUE	Prs.NDef.2Sg (mondas)	4096	test	röštells	10	10
rühell	0.8104705632742514	rühell	[/V][Prs.NDef.3Pl]	1.1255929646752671	11444	ll	l	l	2	cc	rühellenek	rühellenek	enek	32	-1.427834906138052	nek	rühellnek	rühellnek	119	-0.8574379230654271	0.2689075630252101	-1.3133875903118029	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	rühellnek	10	10
rühell	0.8104705632742514	rühell	[/V][Prs.NDef.2Sg]	1.1255929646752671	11444	ll	l	l	2	cc	rühelles	rühellesz	es	6	-2.1548336340743144	s	rühells	rühellsz	35	-1.388916840107682	0.17142857142857143	-1.7635885922613588	TRUE	Prs.NDef.2Sg (mondas)	4096	test	rühells	10	10
sabadít	0.8067929975340641	szabadít	[/V][Prs.NDef.3Pl]	2.004598196988304	86613	t	t	NA	3	vc	sabadítanak	szabadítanak	anak	2561	0.4754246940104718	nak	sabadítnak	szabadítnak	12	-1.853803638410333	213.41666666666663	5.363246436411525	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sabadít	0.8067929975340641	szabadít	[/V][Prs.NDef.2Sg]	2.004598196988304	86613	t	t	NA	3	vc	sabadítas	szabadítasz	as	352	-0.3864422209798268	s	sabadíts	szabadítsz	7	-2.087886844443701	50.285714285714285	3.917721026542784	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sabadít	0.8067929975340641	szabadít	[/V][Prs.1Sg›2]	2.004598196988304	86613	t	t	NA	3	vc	sabadítalak	szabadítalak	alak	68	-1.1004759717517214	lak	sabadítlak	szabadítlak	31	-1.4416231906236852	2.193548387096774	0.7855205006909604	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
sakít	0.7998820334964398	szakít	[/V][Prs.NDef.3Pl]	2.3864459931084663	208656	t	t	NA	2	vc	sakítanak	szakítanak	anak	6419	0.87448249122632	nak	sakítnak	szakítnak	3	-2.455863629738295	2139.6666666666665	7.668405332643668	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sakít	0.7998820334964398	szakít	[/V][Prs.NDef.2Sg]	2.3864459931084663	208656	t	t	NA	2	vc	sakítas	szakítasz	as	1361	0.20087324074537688	s	sakíts	szakítsz	16	-1.728864901802033	85.0625	4.443386280411685	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sakít	0.7998820334964398	szakít	[/V][Prs.NDef.2Pl]	2.3864459931084663	208656	t	t	NA	2	vc	sakítotok	szakítotok	otok	267	-0.5064736230933826	tok	sakíttok	szakíttok	6	-2.1548336340743144	44.5	3.7954891891721942	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
sakít	0.7998820334964398	szakít	[/V][Prs.1Sg›2]	2.3864459931084663	208656	t	t	NA	2	vc	sakítalak	szakítalak	alak	11	-1.8915921992997329	lak	sakítlak	szakítlak	3	-2.455863629738295	3.6666666666666665	1.2992829841302609	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
salajt	0.8068122650986769	szalajt	[/V][Prs.NDef.2Sg]	0.31938263000194106	1788	jt	j	t	2	cc	salajtas	szalajtasz	as	3	-2.455863629738295	s	salajts	szalajtsz	2	-2.6319548887939765	1.5	0.4054651081081644	TRUE	Prs.NDef.2Sg (mondas)	4096	test	salajts	10	10
salast	0.8084694654515152	szalaszt	[/V][Prs.NDef.3Pl]	1.165866422570047	12556	st	s	t	2	cc	salastanak	szalasztanak	anak	152	-0.7511412965131853	nak	salastnak	szalasztnak	1	-2.932984884457958	152	5.0238805208462765	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	salastnak	10	10
saporít	0.8096473366155738	szaporít	[/V][Prs.NDef.2Sg]	1.5754640280228354	32244	t	t	NA	3	vc	saporítas	szaporítasz	as	29	-1.4705868865590015	s	saporíts	szaporítsz	1	-2.932984884457958	29	3.367295829986474	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sembešít	0.7892930252493062	szembesít	[/V][Prs.NDef.3Pl]	1.6095044253327846	34873	t	t	NA	3	vc	sembešítenek	szembesítenek	enek	1486	0.23903392496659864	nek	sembešítnek	szembesítnek	1	-2.932984884457958	1486	7.303843225277705	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sembešít	0.7892930252493062	szembesít	[/V][Prs.1Sg›2]	1.6095044253327846	34873	t	t	NA	3	vc	sembešítelek	szembesítelek	elek	91	-0.9739434921368644	lek	sembešítlek	szembesítlek	1	-2.932984884457958	91	4.51085950651685	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
sembešít	0.7892930252493062	szembesít	[/V][Prs.NDef.2Pl]	1.6095044253327846	34873	t	t	NA	3	vc	sembešítetek	szembesítetek	etek	2	-2.6319548887939765	tek	sembešíttek	szembesíttek	1	-2.932984884457958	2	0.6931471805599453	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
sentešít	0.7884821494998774	szentesít	[/V][Prs.NDef.3Pl]	1.3128731075492397	17614	t	t	NA	3	vc	sentešítenek	szentesítenek	enek	131	-0.8157135888021936	nek	sentešítnek	szentesítnek	1	-2.932984884457958	131	4.875197323201151	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sentešít	0.7884821494998774	szentesít	[/V][Prs.NDef.2Pl]	1.3128731075492397	17614	t	t	NA	3	vc	sentešítetek	szentesítetek	etek	1	-2.932984884457958	tek	sentešíttek	szentesíttek	2	-2.6319548887939765	0.5	-0.6931471805599453	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
ser	0.7670650544971371	szer	[/V][Prs.NDef.2Pl]	2.947320972324916	759112	r	r	NA	1	vc	seretek	szeretek	etek	1	-2.932984884457958	tek	sertek	szertek	126	-0.832614339340395	0.0079365079365079309	-4.836281906951478	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
serepel	0.7850676859170694	szerepel	[/V][Prs.NDef.3Pl]	3.3582689382149256	1955482	l	l	NA	3	vc	serepelenek	szerepelenek	enek	9	-1.978742375018633	nek	serepelnek	szerepelnek	265535	2.49113688881283	3.3893836970644174e-5	-10.292277360381526	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sippant	0.82662216817226	szippant	[/V][Prs.NDef.2Sg]	1.4127220368204705	22167	nt	n	t	2	cc	sippantas	szippantasz	as	130	-0.8190415321511211	s	sippants	szippantsz	1	-2.932984884457958	130	4.867534450455582	TRUE	Prs.NDef.2Sg (mondas)	4096	test	sippants	10	10
somorít	0.808112061863646	szomorít	[/V][Prs.NDef.2Pl]	0.765985119878061	5000	t	t	NA	3	vc	somorítotok	szomorítotok	otok	8	-2.0298948974660145	tok	somoríttok	szomoríttok	2	-2.6319548887939765	4	1.3862943611198906	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
somorít	0.808112061863646	szomorít	[/V][Prs.1Sg›2]	0.765985119878061	5000	t	t	NA	3	vc	somorítalak	szomorítalak	alak	5	-2.234014880121939	lak	somorítlak	szomorítlak	6	-2.1548336340743144	0.8333333333333334	-0.1823215567939546	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
sorong	0.7966511401038494	szorong	[/V][Prs.NDef.3Pl]	1.6523630266366331	38490	ng	n	g	2	cc	soronganak	szoronganak	anak	3148	0.5650498392290692	nak	sorongnak	szorongnak	255	-0.5264447040240027	12.345098039215689	2.5132590643788677	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	sorongnak	10	10
sorong	0.7966511401038494	szorong	[/V][Prs.NDef.2Sg]	1.6523630266366331	38490	ng	n	g	2	cc	sorongas	szorongasz	as	45	-1.279772370682614	s	sorongs	szorongsz	1184	0.14036681792894318	0.03800675675675676	-3.2699913256736313	TRUE	Prs.NDef.2Sg (mondas)	4096	test	sorongs	10	10
sorong	0.7966511401038494	szorong	[/V][Prs.NDef.2Pl]	1.6523630266366331	38490	ng	n	g	2	cc	sorongotok	szorongotok	otok	2	-2.6319548887939765	tok	sorongtok	szorongtok	46	-1.2702270527763837	0.04347826086956521	-3.1354942159291497	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	sorongtok	10	10
sorít	0.810465943304118	szorít	[/V][Prs.NDef.3Pl]	2.371761922066822	201719	t	t	NA	2	vc	sorítanak	szorítanak	anak	3554	0.6177325390113249	nak	sorítnak	szorítnak	16	-1.728864901802033	222.125	5.403240286474816	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sorít	0.810465943304118	szorít	[/V][Prs.NDef.2Sg]	2.371761922066822	201719	t	t	NA	2	vc	sorítas	szorítasz	as	402	-0.32875883137348777	s	soríts	szorítsz	91	-0.9739434921368644	4.417582417582418	1.4855925821021712	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sorít	0.810465943304118	szorít	[/V][Prs.1Sg›2]	2.371761922066822	201719	t	t	NA	2	vc	sorítalak	szorítalak	alak	144	-0.7746223923627081	lak	sorítlak	szorítlak	99	-0.937349689860408	1.4545454545454546	0.3746934494414107	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
sorít	0.810465943304118	szorít	[/V][Prs.NDef.2Pl]	2.371761922066822	201719	t	t	NA	2	vc	sorítotok	szorítotok	otok	47	-1.2608870265222405	tok	soríttok	szoríttok	14	-1.7868568487797198	3.357142857142857	1.2110902720948	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
ságuld	0.7818599523136364	száguld	[/V][Prs.NDef.3Pl]	1.6960677532704322	42565	ld	l	d	2	cc	ságuldanak	száguldanak	anak	3516	0.6130639819437764	nak	ságuldnak	száguldnak	32	-1.427834906138052	109.875	4.6993433560053415	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	ságuldnak	10	10
ságuld	0.7818599523136364	száguld	[/V][Prs.NDef.2Sg]	1.6960677532704322	42565	ld	l	d	2	cc	ságuldas	száguldasz	as	369	-0.3659585182988975	s	ságulds	száguldsz	3	-2.455863629738295	123	4.812184355372417	TRUE	Prs.NDef.2Sg (mondas)	4096	test	ságulds	10	10
ságuld	0.7818599523136364	száguld	[/V][Prs.NDef.2Pl]	1.6960677532704322	42565	ld	l	d	2	cc	ságuldotok	száguldotok	otok	30	-1.4558636297382954	tok	ságuldtok	száguldtok	2	-2.6319548887939765	15	2.70805020110221	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	ságuldtok	10	10
sáll	0.7659836247958893	száll	[/V][Prs.NDef.3Pl]	2.818571340335746	564360	ll	l	l	1	cc	sállanak	szállanak	anak	1182	0.13963259208727874	nak	sállnak	szállnak	41273	1.6826811530187649	0.02863857727812371	-3.5530006141667543	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	sállnak	10	10
sáll	0.7659836247958893	száll	[/V][Prs.NDef.2Sg]	2.818571340335746	564360	ll	l	l	1	cc	sállas	szállasz	as	41	-1.3202010277382223	s	sálls	szállsz	4283	0.6987631899386115	0.00957272939528368	-4.648836910911063	TRUE	Prs.NDef.2Sg (mondas)	4096	test	sálls	10	10
sállong	0.782408037208978	szállong	[/V][Prs.NDef.3Pl]	0.08321246905448124	1038	ng	n	g	2	cc	sállonganak	szállonganak	anak	100	-0.9329848844579578	nak	sállongnak	szállongnak	53	-1.2087090148571689	1.8867924528301887	0.6348782724359695	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	sállongnak	10	10
sállít	0.7976025849170348	szállít	[/V][Prs.NDef.3Pl]	2.8378516689698947	589979	t	t	NA	2	vc	sállítanak	szállítanak	anak	24427	1.4548852479494043	nak	sállítnak	szállítnak	34	-1.4015059674157029	718.4411764705883	6.5770838322588405	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sállít	0.7976025849170348	szállít	[/V][Prs.NDef.2Sg]	2.8378516689698947	589979	t	t	NA	2	vc	sállítas	szállítasz	as	345	-0.3951657893846837	s	sállíts	szállítsz	5	-2.234014880121939	69	4.23410650459726	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sállít	0.7976025849170348	szállít	[/V][Prs.NDef.2Pl]	2.8378516689698947	589979	t	t	NA	2	vc	sállítotok	szállítotok	otok	76	-1.0521712921771664	tok	sállíttok	szállíttok	2	-2.6319548887939765	38	3.6375861597263857	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
sállít	0.7976025849170348	szállít	[/V][Prs.1Sg›2]	2.8378516689698947	589979	t	t	NA	2	vc	sállítalak	szállítalak	alak	8	-2.0298948974660145	lak	sállítlak	szállítlak	16	-1.728864901802033	0.5	-0.6931471805599453	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
sámít	0.7857188222281053	számít	[/V][Prs.NDef.3Pl]	3.4385556394811343	2352559	t	t	NA	2	vc	sámítanak	számítanak	anak	189909	2.3455606624682015	nak	sámítnak	számítnak	153	-0.748293453640359	1241.235294117647	7.12386236764984	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sámít	0.7857188222281053	számít	[/V][Prs.NDef.2Sg]	3.4385556394811343	2352559	t	t	NA	2	vc	sámítas	számítasz	as	7915	0.9654660347404168	s	sámíts	számítsz	67	-1.1069100817571311	118.13432835820896	4.771822352924146	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sámít	0.7857188222281053	számít	[/V][Prs.NDef.2Pl]	3.4385556394811343	2352559	t	t	NA	2	vc	sámítotok	számítotok	otok	1011	0.07176627113304322	tok	sámíttok	számíttok	14	-1.7868568487797198	72.21428571428571	4.279637889405213	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
sámít	0.7857188222281053	számít	[/V][Prs.1Sg›2]	3.4385556394811343	2352559	t	t	NA	2	vc	sámítalak	számítalak	alak	7	-2.087886844443701	lak	sámítlak	számítlak	9	-1.978742375018633	0.7777777777777778	-0.25131442828090605	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
sánt	0.7965071461252374	szánt	[/V][Prs.1Sg›2]	2.6324130648880937	367619	nt	n	t	1	cc	sántalak	szántalak	alak	11	-1.8915921992997329	lak	sántlak	szántlak	3	-2.455863629738295	3.6666666666666665	1.2992829841302609	TRUE	Prs.1Sg›2 (mondalak)	1749	test	sántlak	10	10
sárít	0.7961119686745176	szárít	[/V][Prs.NDef.2Sg]	2.0462401528444896	95329	t	t	NA	2	vc	sárítas	szárítasz	as	59	-1.1621328728158136	s	sáríts	szárítsz	1	-2.932984884457958	59	4.07753744390572	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sédít	0.8038574395060092	szédít	[/V][Prs.NDef.2Sg]	0.6236793776646107	3603	t	t	NA	2	vc	sédítes	szédítesz	es	8	-2.0298948974660145	s	sédíts	szédítsz	1	-2.932984884457958	8	2.0794415416798357	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sépít	0.794454648311496	szépít	[/V][Prs.NDef.3Pl]	1.7603374722949938	49354	t	t	NA	2	vc	sépítenek	szépítenek	enek	595	-0.15846791872940827	nek	sépítnek	szépítnek	48	-1.2517436470823706	12.395833333333334	2.517360394637739	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sépít	0.794454648311496	szépít	[/V][Prs.NDef.2Pl]	1.7603374722949938	49354	t	t	NA	2	vc	sépítetek	szépítetek	etek	7	-2.087886844443701	tek	sépíttek	szépíttek	1	-2.932984884457958	7	1.9459101490553132	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
séḏell	0.7945149546941426	szégyell	[/V][Prs.NDef.3Pl]	2.0545830722375222	97178	ll	l	l	2	cc	séḏellenek	szégyellenek	enek	50	-1.234014880121939	nek	séḏellnek	szégyellnek	1943	0.3554879161418247	0.02573340195573855	-3.659965443949294	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	séḏellnek	10	10
séḏell	0.7945149546941426	szégyell	[/V][Prs.NDef.2Sg]	2.0545830722375222	97178	ll	l	l	2	cc	séḏelles	szégyellesz	es	4	-2.3309248931299953	s	séḏells	szégyellsz	517	-0.21949434136401536	0.00773694390715667	-4.861748513388538	TRUE	Prs.NDef.2Sg (mondas)	4096	test	séḏells	10	10
séḏell	0.7945149546941426	szégyell	[/V][Prs.NDef.2Pl]	2.0545830722375222	97178	ll	l	l	2	cc	séḏelletek	szégyelletek	etek	1	-2.932984884457958	tek	séḏelltek	szégyelltek	327	-0.4184371317976717	0.00305810397553516	-5.7899601708972535	TRUE	Prs.NDef.2Pl (mondotok)	3308	test	séḏelltek	10	10
séḏenít	0.8074818416131272	szégyenít	[/V][Prs.1Sg›2]	0.5486010519096645	3031	t	t	NA	3	vc	séḏenítelek	szégyenítelek	elek	5	-2.234014880121939	lek	séḏenítlek	szégyenítlek	3	-2.455863629738295	1.6666666666666667	0.5108256237659907	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
sít	0.7821875029577124	szít	[/V][Prs.NDef.3Pl]	1.4876968332458935	26344	t	t	NA	1	vc	sítanak	szítanak	anak	1727	0.3043074531095009	nak	sítnak	szítnak	8	-2.0298948974660145	215.875	5.374699536466843	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sít	0.7821875029577124	szít	[/V][Prs.NDef.2Sg]	1.4876968332458935	26344	t	t	NA	1	vc	sítas	szítasz	as	70	-1.087886844443701	s	síts	szítsz	3	-2.455863629738295	23.333333333333332	3.14988295338125	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sólít	0.7996427658037452	szólít	[/V][Prs.NDef.3Pl]	2.4536906166811505	243599	t	t	NA	2	vc	sólítanak	szólítanak	anak	7749	0.9562607764350216	nak	sólítnak	szólítnak	9	-1.978742375018633	861	6.7580945044277305	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
sólít	0.7996427658037452	szólít	[/V][Prs.1Sg›2]	2.4536906166811505	243599	t	t	NA	2	vc	sólítalak	szólítalak	alak	986	0.06089203048325336	lak	sólítlak	szólítlak	198	-0.6363196941964268	4.97979797979798	1.6053893239081003	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
sólít	0.7996427658037452	szólít	[/V][Prs.NDef.2Sg]	2.4536906166811505	243599	t	t	NA	2	vc	sólítas	szólítasz	as	875	0.00902316856435538	s	sólíts	szólítsz	25	-1.5350448757859203	35	3.5553480614894135	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
sólít	0.7996427658037452	szólít	[/V][Prs.NDef.2Pl]	2.4536906166811505	243599	t	t	NA	2	vc	sólítotok	szólítotok	otok	58	-1.169556890895021	tok	sólíttok	szólíttok	3	-2.455863629738295	19.333333333333332	2.9618307218783095	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
sökell	0.813733074805381	szökell	[/V][Prs.NDef.3Pl]	0.4649551242140798	2500	ll	l	l	2	cc	sökellenek	szökellenek	enek	14	-1.7868568487797198	nek	sökellnek	szökellnek	169	-0.7050981798442842	0.08284023668639054	-2.490841385307814	TRUE	Prs.NDef.3Pl (mondanak)	4938	test	sökellnek	10	10
takarít	0.7979628347500635	takarít	[/V][Prs.NDef.3Pl]	2.3213553002440577	179614	t	t	NA	3	vc	takarítanak	takarítanak	anak	8836	1.0132708227414395	nak	takarítnak	takarítnak	13	-1.819041532151121	679.6923076923077	6.521640207078471	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
takarít	0.7979628347500635	takarít	[/V][Prs.NDef.2Sg]	2.3213553002440577	179614	t	t	NA	3	vc	takarítas	takarítasz	as	2239	0.4170692091210725	s	takaríts	takarítsz	19	-1.654231283505129	117.84210526315788	4.769345637432314	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
takarít	0.7979628347500635	takarít	[/V][Prs.NDef.2Pl]	2.3213553002440577	179614	t	t	NA	3	vc	takarítotok	takarítotok	otok	87	-0.9934656318393392	tok	takaríttok	takaríttok	48	-1.2517436470823706	1.8125	0.5947071077466928	TRUE	Prs.NDef.2Pl (mondotok)	3308	NA	NA	10	10
takarít	0.7979628347500635	takarít	[/V][Prs.1Sg›2]	2.3213553002440577	179614	t	t	NA	3	vc	takarítalak	takarítalak	alak	3	-2.455863629738295	lak	takarítlak	takarítlak	10	-1.9329848844579576	0.3	-1.203972804325936	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
tanít	0.8057416240316515	tanít	[/V][Prs.NDef.3Pl]	2.9108935588957916	698037	t	t	NA	2	vc	tanítanak	tanítanak	anak	33088	1.5866856326198715	nak	tanítnak	tanítnak	41	-1.3202010277382223	807.0243902439024	6.6933538911637935	TRUE	Prs.NDef.3Pl (mondanak)	4938	NA	NA	10	10
tanít	0.8057416240316515	tanít	[/V][Prs.NDef.2Sg]	2.9108935588957916	698037	t	t	NA	2	vc	tanítas	tanítasz	as	3411	0.5998968349494394	s	taníts	tanítsz	51	-1.2254147083600215	66.88235294117646	4.20293514969432	TRUE	Prs.NDef.2Sg (mondas)	4096	NA	NA	10	10
tanít	0.8057416240316515	tanít	[/V][Prs.1Sg›2]	2.9108935588957916	698037	t	t	NA	2	vc	tanítalak	tanítalak	alak	1243	0.16148624418368693	lak	tanítlak	tanítlak	176	-0.687472216643808	7.0625	1.9547990964725592	TRUE	Prs.1Sg›2 (mondalak)	1749	NA	NA	10	10
