lemma	lemma_orth	xpostag	llfpm10	lemma_freq	coda	c1	c2	lemma_syl_count	class	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset	category	form
billent	billent	[/V][Prs.1Sg›2]	1.2721111631205262	16036	nt	n	t	2	cc	billentelek	billentelek	elek	9	-1.978742375018633	lek	billentlek	billentlek	1	-2.932984884457958	9	2.1972245773362196	TRUE	Prs.1Sg›2 (mondalak)	1583	test	billentlek
dülöng	dülöng	[/V][Prs.NDef.3Pl]	-0.627633515011334	202	ng	n	g	2	cc	dülöngenek	dülöngenek	enek	9	-1.978742375018633	nek	dülöngnek	dülöngnek	6	-2.1548336340743144	1.5	0.4054651081081644	TRUE	Prs.NDef.3Pl (mondanak)	4830	test	dülöngnek
firkant	firkant	[/V][Prs.NDef.2Sg]	0.35816187727392773	1955	nt	n	t	2	cc	firkantas	firkantasz	as	9	-1.978742375018633	s	firkants	firkantsz	1	-2.932984884457958	9	2.1972245773362196	TRUE	Prs.NDef.2Sg (mondas)	3816	test	firkants
leng	leng	[/V][Prs.1Sg›2]	1.7526762559372897	48491	ng	n	g	1	cc	lengelek	lengelek	elek	9	-1.978742375018633	lek	lenglek	lenglek	2	-2.6319548887939765	4.5	1.5040773967762742	TRUE	Prs.1Sg›2 (mondalak)	1583	test	lenglek
rikolt	rikolt	[/V][Prs.NDef.2Sg]	0.39864483317197447	2146	lt	l	t	2	cc	rikoltas	rikoltasz	as	3	-2.455863629738295	s	rikolts	rikoltsz	9	-1.978742375018633	0.3333333333333333	-1.0986122886681098	TRUE	Prs.NDef.2Sg (mondas)	3816	test	rikolts
ring	ring	[/V][Prs.NDef.2Pl]	1.9599496550527609	78151	ng	n	g	1	cc	ringotok	ringotok	otok	1	-2.932984884457958	tok	ringtok	ringtok	9	-1.978742375018633	0.1111111111111111	-2.1972245773362196	TRUE	Prs.NDef.2Pl (mondotok)	3155	test	ringtok
kong	kong	[/V][Prs.NDef.2Sg]	1.684612987091838	41457	ng	n	g	1	cc	kongas	kongasz	as	1	-2.932984884457958	s	kongs	kongsz	8	-2.0298948974660145	0.125	-2.0794415416798357	TRUE	Prs.NDef.2Sg (mondas)	3816	test	kongs
ráng	ráng	[/V][Prs.NDef.2Sg]	1.3527524056886966	19308	ng	n	g	1	cc	rángas	rángasz	as	8	-2.0298948974660145	s	rángs	rángsz	3	-2.455863629738295	2.6666666666666665	0.9808292530117262	TRUE	Prs.NDef.2Sg (mondas)	3816	test	rángs
villong	villong	[/V][Prs.NDef.3Pl]	-0.8685268952310394	116	ng	n	g	2	cc	villonganak	villonganak	anak	8	-2.0298948974660145	nak	villongnak	villongnak	2	-2.6319548887939765	4	1.3862943611198906	TRUE	Prs.NDef.3Pl (mondanak)	4830	test	villongnak
višong	visong	[/V][Prs.NDef.2Sg]	0.3176790350052857	1781	ng	n	g	2	cc	višongas	visongasz	as	2	-2.6319548887939765	s	višongs	visongsz	8	-2.0298948974660145	0.25	-1.3862943611198906	TRUE	Prs.NDef.2Sg (mondas)	3816	test	višongs
kárörvend	kárörvend	[/V][Prs.NDef.2Sg]	0.26622159470369994	1582	nd	n	d	3	cc	kárörvendes	kárörvendesz	es	7	-2.087886844443701	s	kárörvends	kárörvendsz	2	-2.6319548887939765	3.5	1.252762968495368	TRUE	Prs.NDef.2Sg (mondas)	3816	test	kárörvends
šerkent	serkent	[/V][Prs.1Sg›2]	2.050384267520748	96243	nt	n	t	2	cc	šerkentelek	serkentelek	elek	7	-2.087886844443701	lek	šerkentlek	serkentlek	6	-2.1548336340743144	1.1666666666666667	0.15415067982725836	TRUE	Prs.1Sg›2 (mondalak)	1583	test	šerkentlek
beleért	beleért	[/V][Prs.NDef.2Sg]	2.687566519794711	417399	rt	r	t	3	cc	beleértes	beleértesz	es	6	-2.1548336340743144	s	beleérts	beleértsz	1	-2.932984884457958	6	1.791759469228055	TRUE	Prs.NDef.2Sg (mondas)	3816	test	beleérts
cuppant	cuppant	[/V][Prs.1Sg›2]	0.03080294288759742	920	nt	n	t	2	cc	cuppantalak	cuppantalak	alak	2	-2.6319548887939765	lak	cuppantlak	cuppantlak	6	-2.1548336340743144	0.3333333333333333	-1.0986122886681098	TRUE	Prs.1Sg›2 (mondalak)	1583	test	cuppantlak
ešeng	eseng	[/V][Prs.NDef.2Sg]	0.2304746673120323	1457	ng	n	g	2	cc	ešenges	esengesz	es	6	-2.1548336340743144	s	ešengs	esengsz	5	-2.234014880121939	1.2	0.1823215567939546	TRUE	Prs.NDef.2Sg (mondas)	3816	test	ešengs
ing	ing	[/V][Prs.NDef.2Sg]	2.180008663585595	129716	ng	n	g	1	cc	ingas	ingasz	as	6	-2.1548336340743144	s	ings	ingsz	1	-2.932984884457958	6	1.791759469228055	TRUE	Prs.NDef.2Sg (mondas)	3816	test	ings
vesejt	veszejt	[/V][Prs.1Sg›2]	0.22987810886396828	1455	jt	j	t	2	cc	vesejtelek	veszejtelek	elek	6	-2.1548336340743144	lek	vesejtlek	veszejtlek	1	-2.932984884457958	6	1.791759469228055	TRUE	Prs.1Sg›2 (mondalak)	1583	test	vesejtlek
ölt	ölt	[/V][Prs.1Sg›2]	2.2726768182003068	160569	lt	l	t	1	cc	öltelek	öltelek	elek	6	-2.1548336340743144	lek	öltlek	öltlek	1	-2.932984884457958	6	1.791759469228055	TRUE	Prs.1Sg›2 (mondalak)	1583	test	öltlek
kiált	kiált	[/V][Prs.1Sg›2]	2.355172642073583	194159	lt	l	t	2	cc	kiáltalak	kiáltalak	alak	5	-2.234014880121939	lak	kiáltlak	kiáltlak	4	-2.3309248931299953	1.25	0.22314355131420976	TRUE	Prs.1Sg›2 (mondalak)	1583	test	kiáltlak
žong	zsong	[/V][Prs.NDef.2Sg]	0.9725411639770906	8045	ng	n	g	1	cc	žongas	zsongasz	as	3	-2.455863629738295	s	žongs	zsongsz	5	-2.234014880121939	0.6	-0.5108256237659907	TRUE	Prs.NDef.2Sg (mondas)	3816	test	žongs
čavarint	csavarint	[/V][Prs.NDef.2Sg]	-0.01970098269753937	819	nt	n	t	3	cc	čavarintas	csavarintasz	as	4	-2.3309248931299953	s	čavarints	csavarintsz	1	-2.932984884457958	4	1.3862943611198906	TRUE	Prs.NDef.2Sg (mondas)	3816	test	čavarints
ront	ront	[/V][Prs.1Sg›2]	2.498256616638663	269924	nt	n	t	1	cc	rontalak	rontalak	alak	3	-2.455863629738295	lak	rontlak	rontlak	4	-2.3309248931299953	0.75	-0.2876820724517809	TRUE	Prs.1Sg›2 (mondalak)	1583	test	rontlak
dong	dong	[/V][Prs.NDef.2Sg]	0.9073721747453984	6924	ng	n	g	1	cc	dongas	dongasz	as	1	-2.932984884457958	s	dongs	dongsz	3	-2.455863629738295	0.3333333333333333	-1.0986122886681098	TRUE	Prs.NDef.2Sg (mondas)	3816	test	dongs
fold	fold	[/V][Prs.1Sg›2]	1.3591603833561636	19595	ld	l	d	1	cc	foldalak	foldalak	alak	3	-2.455863629738295	lak	foldlak	foldlak	1	-2.932984884457958	3	1.0986122886681098	TRUE	Prs.1Sg›2 (mondalak)	1583	test	foldlak
küzd	küzd	[/V][Prs.1Sg›2]	2.8842471998392543	656496	zd	z	d	1	cc	küzdelek	küzdelek	elek	3	-2.455863629738295	lek	küzdlek	küzdlek	1	-2.932984884457958	3	1.0986122886681098	TRUE	Prs.1Sg›2 (mondalak)	1583	test	küzdlek
megdöbbent	megdöbbent	[/V][Prs.1Sg›2]	1.3803971731201916	20577	nt	n	t	3	cc	megdöbbentelek	megdöbbentelek	elek	3	-2.455863629738295	lek	megdöbbentlek	megdöbbentlek	1	-2.932984884457958	3	1.0986122886681098	TRUE	Prs.1Sg›2 (mondalak)	1583	test	megdöbbentlek
reng	reng	[/V][Prs.NDef.2Sg]	1.2320515955366076	14623	ng	n	g	1	cc	renges	rengesz	es	3	-2.455863629738295	s	rengs	rengsz	3	-2.455863629738295	1	0	TRUE	Prs.NDef.2Sg (mondas)	3816	test	rengs
salajt	szalajt	[/V][Prs.NDef.2Sg]	0.31938263000194106	1788	jt	j	t	2	cc	salajtas	szalajtasz	as	3	-2.455863629738295	s	salajts	szalajtsz	2	-2.6319548887939765	1.5	0.4054651081081644	TRUE	Prs.NDef.2Sg (mondas)	3816	test	salajts
tapint	tapint	[/V][Prs.1Sg›2]	1.2683849248851644	15899	nt	n	t	2	cc	tapintalak	tapintalak	alak	3	-2.455863629738295	lak	tapintlak	tapintlak	2	-2.6319548887939765	1.5	0.4054651081081644	TRUE	Prs.1Sg›2 (mondalak)	1583	test	tapintlak
teng	teng	[/V][Prs.NDef.2Sg]	1.0082283031273636	8734	ng	n	g	1	cc	tenges	tengesz	es	3	-2.455863629738295	s	tengs	tengsz	3	-2.455863629738295	1	0	TRUE	Prs.NDef.2Sg (mondas)	3816	test	tengs
kering	kering	[/V][Prs.1Sg›2]	1.9960046439135095	84916	ng	n	g	2	cc	keringelek	keringelek	elek	1	-2.932984884457958	lek	keringlek	keringlek	2	-2.6319548887939765	0.5	-0.6931471805599453	TRUE	Prs.1Sg›2 (mondalak)	1583	test	keringlek
kong	kong	[/V][Prs.NDef.2Pl]	1.684612987091838	41457	ng	n	g	1	cc	kongotok	kongotok	otok	2	-2.6319548887939765	tok	kongtok	kongtok	1	-2.932984884457958	2	0.6931471805599453	TRUE	Prs.NDef.2Pl (mondotok)	3155	test	kongtok
meghökkent	meghökkent	[/V][Prs.NDef.2Sg]	0.7318450566851327	4622	nt	n	t	3	cc	meghökkentes	meghökkentesz	es	2	-2.6319548887939765	s	meghökkents	meghökkentsz	2	-2.6319548887939765	1	0	TRUE	Prs.NDef.2Sg (mondas)	3816	test	meghökkents
rettent	rettent	[/V][Prs.1Sg›2]	0.951243885174646	7660	nt	n	t	2	cc	rettentelek	rettentelek	elek	2	-2.6319548887939765	lek	rettentlek	rettentlek	2	-2.6319548887939765	1	0	TRUE	Prs.1Sg›2 (mondalak)	1583	test	rettentlek
šetteng	setteng	[/V][Prs.NDef.3Pl]	-0.9645019359040228	93	ng	n	g	2	cc	šettengenek	settengenek	enek	2	-2.6319548887939765	nek	šettengnek	settengnek	2	-2.6319548887939765	1	0	TRUE	Prs.NDef.3Pl (mondanak)	4830	test	šettengnek
šóhajt	sóhajt	[/V][Prs.1Sg›2]	1.812815728087108	55693	jt	j	t	2	cc	šóhajtalak	sóhajtalak	alak	1	-2.932984884457958	lak	šóhajtlak	sóhajtlak	2	-2.6319548887939765	0.5	-0.6931471805599453	TRUE	Prs.1Sg›2 (mondalak)	1583	test	šóhajtlak
fejt	fejt	[/V][Prs.1Sg›2]	2.4782289537346416	257759	jt	j	t	1	cc	fejtelek	fejtelek	elek	1	-2.932984884457958	lek	fejtlek	fejtlek	1	-2.932984884457958	1	0	TRUE	Prs.1Sg›2 (mondalak)	1583	test	fejtlek
függest	függeszt	[/V][Prs.1Sg›2]	1.769359473897811	50390	st	s	t	2	cc	függestelek	függesztelek	elek	1	-2.932984884457958	lek	függestlek	függesztlek	1	-2.932984884457958	1	0	TRUE	Prs.1Sg›2 (mondalak)	1583	test	függestlek
marast	maraszt	[/V][Prs.1Sg›2]	0.00951922171012292	876	st	s	t	2	cc	marastalak	marasztalak	alak	1	-2.932984884457958	lak	marastlak	marasztlak	1	-2.932984884457958	1	0	TRUE	Prs.1Sg›2 (mondalak)	1583	test	marastlak
pang	pang	[/V][Prs.NDef.2Sg]	0.8573002795752839	6170	ng	n	g	1	cc	pangas	pangasz	as	1	-2.932984884457958	s	pangs	pangsz	1	-2.932984884457958	1	0	TRUE	Prs.NDef.2Sg (mondas)	3816	test	pangs
pillant	pillant	[/V][Prs.1Sg›2]	2.0275762625908595	91319	nt	n	t	2	cc	pillantalak	pillantalak	alak	1	-2.932984884457958	lak	pillantlak	pillantlak	1	-2.932984884457958	1	0	TRUE	Prs.1Sg›2 (mondalak)	1583	test	pillantlak
rajong	rajong	[/V][Prs.1Sg›2]	2.0252970219361894	90841	ng	n	g	2	cc	rajongalak	rajongalak	alak	1	-2.932984884457958	lak	rajonglak	rajonglak	1	-2.932984884457958	1	0	TRUE	Prs.1Sg›2 (mondalak)	1583	test	rajonglak
rikkant	rikkant	[/V][Prs.NDef.2Sg]	0.4522637979452621	2428	nt	n	t	2	cc	rikkantas	rikkantasz	as	1	-2.932984884457958	s	rikkants	rikkantsz	1	-2.932984884457958	1	0	TRUE	Prs.NDef.2Sg (mondas)	3816	test	rikkants
