lemma	lemma_orth	xpostag	llfpm10	lemma_freq	coda	c1	c2	lemma_syl_count	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset	suffix_init	trigram	bigram1	bigram2	type
ṉújt	nyújt	[/V][Prs.NDef.2Pl]	3.490448433130639	2651144	jt	j	t	1	ṉújtotok	nyújtotok	otok	427	-0.30255700943293395	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	jt	NA	linking vowel always
mulast	mulaszt	[/V][Prs.NDef.3Pl]	1.5291884202488326	28985	st	s	t	2	mulastanak	mulasztanak	anak	424	-0.3056190278652252	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
óhajt	óhajt	[/V][Prs.NDef.2Sg]	1.6797460062903842	40995	jt	j	t	2	óhajtas	óhajtasz	as	423	-0.30664451708291546	s	óhajts	óhajtsz	30	-1.4558636297382954	14.1	2.6461747973841225	TRUE	2Sg (rajongasz)	438	s	jts	jt	ts	linking vowel varies
függest	függeszt	[/V][Prs.NDef.3Pl]	1.769359473897811	50390	st	s	t	2	függestenek	függesztenek	enek	422	-0.307672433496284	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
mereng	mereng	[/V][Prs.NDef.3Pl]	1.2914445773647398	16766	ng	n	g	2	merengenek	merengenek	enek	421	-0.30870278862228956	nek	merengnek	merengnek	80	-1.0298948974660145	5.2625	1.6606061990085	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
sippant	szippant	[/V][Prs.NDef.3Pl]	1.4127220368204705	22167	nt	n	t	2	sippantanak	szippantanak	anak	416	-0.3138915538312151	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
erest	ereszt	[/V][Prs.NDef.2Sg]	2.0182700425231386	89383	st	s	t	2	erestes	eresztesz	es	411	-0.3191430625818886	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
érint	érint	[/V][Prs.NDef.2Sg]	3.006391077264476	869713	nt	n	t	2	érintes	érintesz	es	407	-0.3233904752327378	s	érints	érintsz	2	-2.6319548887939765	203.5	5.31566600488265	TRUE	2Sg (rajongasz)	438	s	nts	nt	ts	linking vowel varies
lázong	lázong	[/V][Prs.NDef.3Pl]	0.478803120085911	2581	ng	n	g	2	lázonganak	lázonganak	anak	404	-0.3266035193473528	nak	lázongnak	lázongnak	27	-1.5016211202989704	14.962962962962964	2.705578011956821	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
koppint	koppint	[/V][Prs.NDef.3Pl]	1.548242693541363	30285	nt	n	t	2	koppintanak	koppintanak	anak	403	-0.3276798383168484	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
hőzöng	hőzöng	[/V][Prs.NDef.3Pl]	0.5271609330337924	2885	ng	n	g	2	hőzöngenek	hőzöngenek	enek	402	-0.32875883137348777	nek	hőzöngnek	hőzöngnek	20	-1.6319548887939763	20.1	3.0007198150650303	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
félt	félt	[/V][Prs.NDef.2Sg]	2.065662355068752	99689	lt	l	t	1	féltes	féltesz	es	395	-0.3363877888314976	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	lt	NA	linking vowel always
ijest	ijeszt	[/V][Prs.NDef.3Pl]	1.3020382750372657	17180	st	s	t	2	ijestenek	ijesztenek	enek	383	-0.3497861104893351	nek	ijestnek	ijesztnek	1	-2.932984884457958	383	5.948034989180646	TRUE	3Pl (rajonganak)	440	n	stn	st	tn	linking vowel varies
bojong	bolyong	[/V][Prs.NDef.2Sg]	1.5543797744589725	30716	ng	n	g	2	bojongas	bolyongasz	as	58	-1.169556890895021	s	bojongs	bolyongsz	376	-0.3577970395302968	0.15425531914893617	-1.869146132843475	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
ságuld	száguld	[/V][Prs.NDef.2Sg]	1.6960677532704322	42565	ld	l	d	2	ságuldas	száguldasz	as	369	-0.3659585182988975	s	ságulds	száguldsz	3	-2.455863629738295	123	4.812184355372417	TRUE	2Sg (rajongasz)	438	s	lds	ld	ds	linking vowel varies
kezd	kezd	[/V][Prs.1Sg›2]	3.772113864625659	5071060	zd	z	d	1	kezdelek	kezdelek	elek	368	-0.36713706578444016	lek	kezdlek	kezdlek	23	-1.571257048440365	16	2.772588722239781	TRUE	1Sg›2 (rajongalak)	228	l	zdl	zd	dl	linking vowel varies
jelent	jelent	[/V][Prs.NDef.2Pl]	3.848512349249592	6046405	nt	n	t	2	jelentetek	jelentetek	etek	360	-0.3766823836906706	tek	jelenttek	jelenttek	13	-1.819041532151121	27.692307692307693	3.321154673988619	TRUE	2Pl (rajongotok)	268	t	ntt	nt	tt	linking vowel varies
šóhajt	sóhajt	[/V][Prs.NDef.2Sg]	1.812815728087108	55693	jt	j	t	2	šóhajtas	sóhajtasz	as	352	-0.3864422209798268	s	šóhajts	sóhajtsz	13	-1.819041532151121	27.076923076923077	3.2986818181365605	TRUE	2Sg (rajongasz)	438	s	jts	jt	ts	linking vowel varies
repest	repeszt	[/V][Prs.NDef.3Pl]	0.9388798176302372	7445	st	s	t	2	repestenek	repesztenek	enek	343	-0.39769076441518736	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
füllent	füllent	[/V][Prs.NDef.3Pl]	0.6628418926152654	3943	nt	n	t	2	füllentenek	füllentenek	enek	338	-0.4040681841803031	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
tapint	tapint	[/V][Prs.NDef.3Pl]	1.2683849248851644	15899	nt	n	t	2	tapintanak	tapintanak	anak	324	-0.4224398742513457	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
šért	sért	[/V][Prs.1Sg›2]	2.445578344004525	239091	rt	r	t	1	šértelek	sértelek	elek	319	-0.4291942014007767	lek	šértlek	sértlek	19	-1.654231283505129	16.789473684210527	2.820752123618404	TRUE	1Sg›2 (rajongalak)	228	l	rtl	rt	tl	linking vowel varies
mereng	mereng	[/V][Prs.NDef.2Sg]	1.2914445773647398	16766	ng	n	g	2	merenges	merengesz	es	12	-1.853803638410333	s	merengs	merengsz	307	-0.4458465089807714	0.03908794788273615	-3.241941097799197	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
karbantart	karbantart	[/V][Prs.NDef.3Pl]	1.719029254892051	44876	rt	r	t	3	karbantartanak	karbantartanak	anak	304	-0.4501113008492041	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	rt	NA	linking vowel always
dühöng	dühöng	[/V][Prs.NDef.2Sg]	1.3723234834061857	20198	ng	n	g	2	dühönges	dühöngesz	es	27	-1.5016211202989704	s	dühöngs	dühöngsz	303	-0.4515422559556528	0.0891089108910891	-2.41789593950504	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
fojt	fojt	[/V][Prs.NDef.3Pl]	1.5716626503360749	31963	jt	j	t	1	fojtanak	fojtanak	anak	303	-0.4515422559556528	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	jt	NA	linking vowel always
rajong	rajong	[/V][Prs.NDef.2Pl]	2.0252970219361894	90841	ng	n	g	2	rajongotok	rajongotok	otok	32	-1.427834906138052	tok	rajongtok	rajongtok	298	-0.4587686203817026	0.10738255033557047	-2.231357583705678	TRUE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel varies
dobbant	dobbant	[/V][Prs.NDef.3Pl]	0.8037302491476532	5454	nt	n	t	2	dobbantanak	dobbantanak	anak	297	-0.4602284351407455	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
ölt	ölt	[/V][Prs.NDef.2Sg]	2.2726768182003068	160569	lt	l	t	1	öltes	öltesz	es	297	-0.4602284351407455	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	lt	NA	linking vowel always
foḏast	fogyaszt	[/V][Prs.NDef.2Pl]	2.9152615186654556	705093	st	s	t	2	foḏastotok	fogyasztotok	otok	290	-0.47058688655900177	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	st	NA	linking vowel always
feseng	feszeng	[/V][Prs.NDef.2Pl]	1.1022046244504902	10844	ng	n	g	2	fesengetek	feszengetek	etek	2	-2.6319548887939765	tek	fesengtek	feszengtek	289	-0.47208704170141	0.006920415224913495	-4.973279507552487	TRUE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel varies
halast	halaszt	[/V][Prs.NDef.3Pl]	1.7242144340664431	45415	st	s	t	2	halastanak	halasztanak	anak	289	-0.47208704170141	nak	halastnak	halasztnak	2	-2.6319548887939765	144.5	4.973279507552487	TRUE	3Pl (rajonganak)	440	n	stn	st	tn	linking vowel varies
ḏűjt	gyűjt	[/V][Prs.NDef.2Pl]	2.9400629622305536	746531	jt	j	t	1	ḏűjtötök	gyűjtötök	ötök	286	-0.4766188513289148	tök	ḏűjttök	gyűjttök	2	-2.6319548887939765	143	4.962844630259907	TRUE	2Pl (rajongotok)	268	t	jtt	jt	tt	linking vowel varies
fejt	fejt	[/V][Prs.NDef.2Sg]	2.4782289537346416	257759	jt	j	t	1	fejtes	fejtesz	es	285	-0.4781400244494477	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	jt	NA	linking vowel always
érint	érint	[/V][Prs.NDef.2Pl]	3.006391077264476	869713	nt	n	t	2	érintetek	érintetek	etek	285	-0.4781400244494477	tek	érinttek	érinttek	7	-2.087886844443701	40.714285714285715	3.7065790312133373	TRUE	2Pl (rajongotok)	268	t	ntt	nt	tt	linking vowel varies
illest	illeszt	[/V][Prs.NDef.2Sg]	2.06868393886985	100385	st	s	t	2	illestes	illesztesz	es	284	-0.4796665444109201	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
ragast	ragaszt	[/V][Prs.NDef.2Pl]	2.1034803212938553	108759	st	s	t	2	ragastotok	ragasztotok	otok	284	-0.4796665444109201	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	st	NA	linking vowel always
hord	hord	[/V][Prs.NDef.2Pl]	2.5559590570874056	308279	rd	r	d	1	hordotok	hordotok	otok	94	-0.9598570308582592	tok	hordtok	hordtok	279	-0.48738068118436023	0.33691756272401435	-1.0879169995513618	TRUE	2Pl (rajongotok)	268	t	rdt	rd	dt	linking vowel varies
menest	meneszt	[/V][Prs.NDef.3Pl]	1.30284645295256	17212	st	s	t	2	menestenek	menesztenek	enek	268	-0.5048500904291691	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
edz	edz	[/V][Prs.NDef.2Pl]	2.3313488081092952	183795	dz	d	z	1	edzetek	edzetek	etek	266	-0.5081032478268909	tek	edztek	edztek	5	-2.234014880121939	53.2	3.9740583963475986	TRUE	2Pl (rajongotok)	268	t	dzt	dz	zt	linking vowel varies
šikkast	sikkaszt	[/V][Prs.NDef.3Pl]	0.6841203460444203	4141	st	s	t	2	šikkastanak	sikkasztanak	anak	265	-0.50973901052115	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
bólint	bólint	[/V][Prs.NDef.2Sg]	1.825949705664744	57403	nt	n	t	2	bólintas	bólintasz	as	260	-0.5180115364871398	s	bólints	bólintsz	1	-2.932984884457958	260	5.560681631015528	TRUE	2Sg (rajongasz)	438	s	nts	nt	ts	linking vowel varies
feseng	feszeng	[/V][Prs.NDef.2Sg]	1.1022046244504902	10844	ng	n	g	2	fesenges	feszengesz	es	30	-1.4558636297382954	s	fesengs	feszengsz	259	-0.519685120376706	0.11583011583011583	-2.1556306800373823	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
dagast	dagaszt	[/V][Prs.NDef.3Pl]	1.4185795307461468	22468	st	s	t	2	dagastanak	dagasztanak	anak	258	-0.5213651784947277	nak	dagastnak	dagasztnak	2	-2.6319548887939765	129	4.859812404361672	TRUE	3Pl (rajonganak)	440	n	stn	st	tn	linking vowel varies
pang	pang	[/V][Prs.NDef.3Pl]	0.8573002795752839	6170	ng	n	g	1	panganak	panganak	anak	258	-0.5213651784947277	nak	pangnak	pangnak	34	-1.4015059674157029	7.588235294117647	2.026599060305456	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
terjest	terjeszt	[/V][Prs.NDef.2Sg]	2.4984882437993483	270068	st	s	t	2	terjestes	terjesztesz	es	258	-0.5213651784947277	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
puffast	puffaszt	[/V][Prs.NDef.3Pl]	0.5014243231295423	2719	st	s	t	2	puffastanak	puffasztanak	anak	254	-0.5281511678380197	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
kačint	kacsint	[/V][Prs.NDef.2Sg]	1.3762192952124497	20380	nt	n	t	2	kačintas	kacsintasz	as	251	-0.5333111629769197	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	nt	NA	linking vowel always
čeppent	cseppent	[/V][Prs.NDef.3Pl]	1.115418071694782	11179	nt	n	t	2	čeppentenek	cseppentenek	enek	250	-0.5350448757859202	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
áld	áld	[/V][Prs.NDef.2Sg]	1.9847463785340496	82743	ld	l	d	1	áldas	áldasz	as	250	-0.5350448757859202	s	álds	áldsz	1	-2.932984884457958	250	5.521460917862246	TRUE	2Sg (rajongasz)	438	s	lds	ld	ds	linking vowel varies
ébrest	ébreszt	[/V][Prs.NDef.2Sg]	2.0144439356578423	88599	st	s	t	2	ébrestes	ébresztesz	es	248	-0.5385332036317415	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
vest	veszt	[/V][Prs.NDef.2Pl]	2.6514582920249814	384099	st	s	t	1	vestetek	vesztetek	etek	246	-0.5420497773545787	tek	vesttek	veszttek	9	-1.978742375018633	27.333333333333332	3.3081069585961433	TRUE	2Pl (rajongotok)	268	t	stt	st	tt	linking vowel varies
árast	áraszt	[/V][Prs.NDef.2Sg]	2.0384301389270374	93630	st	s	t	2	árastas	árasztasz	as	244	-0.5455950581192285	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
fešt	fest	[/V][Prs.NDef.2Pl]	2.6777795819372385	408098	št	š	t	1	feštetek	festetek	etek	241	-0.5509678418830894	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	št	NA	linking vowel always
megdöbbent	megdöbbent	[/V][Prs.NDef.3Pl]	1.3803971731201916	20577	nt	n	t	3	megdöbbentenek	megdöbbentenek	enek	241	-0.5509678418830894	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
tekint	tekint	[/V][Prs.1Sg›2]	3.253129436802632	1535021	nt	n	t	2	tekintelek	tekintelek	elek	239	-0.5545869835098202	lek	tekintlek	tekintlek	20	-1.6319548887939763	11.95	2.4807312783775197	TRUE	1Sg›2 (rajongalak)	228	l	ntl	nt	tl	linking vowel varies
ajánl	ajánl	[/V][Prs.1Sg›2]	3.322595137004172	1801275	nl	n	l	2	NA	NA	NA	NA	NA	lak	ajánllak	ajánllak	236	-0.5600728814878512	NA	NA	FALSE	1Sg›2 (rajongalak)	228	l	nll	nl	ll	linking vowel never
élest	éleszt	[/V][Prs.NDef.3Pl]	1.2735171731307278	16088	st	s	t	2	élestenek	élesztenek	enek	236	-0.5600728814878512	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
akast	akaszt	[/V][Prs.NDef.2Sg]	2.0187556513332554	89483	st	s	t	2	akastas	akasztasz	as	232	-0.5674968995670582	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
koṯvast	kotyvaszt	[/V][Prs.NDef.3Pl]	0.7508723209423885	4829	st	s	t	2	koṯvastanak	kotyvasztanak	anak	230	-0.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
márt	márt	[/V][Prs.NDef.3Pl]	1.600189576284433	34133	rt	r	t	1	mártanak	mártanak	anak	230	-0.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	rt	NA	linking vowel always
riṯṯent	rittyent	[/V][Prs.NDef.3Pl]	0.7603902665672274	4936	nt	n	t	2	riṯṯentenek	rittyentenek	enek	226	-0.5788764453105569	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
megért	megért	[/V][Prs.NDef.2Pl]	2.9406855700837777	747602	rt	r	t	2	megértetek	megértetek	etek	225	-0.5808023663465953	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	rt	NA	linking vowel always
čapong	csapong	[/V][Prs.NDef.2Sg]	0.9335977926055912	7355	ng	n	g	2	čapongas	csapongasz	as	6	-2.1548336340743144	s	čapongs	csapongsz	224	-0.5827368661237949	0.026785714285714284	-3.619886582626985	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
meghökkent	meghökkent	[/V][Prs.NDef.3Pl]	0.7318450566851327	4622	nt	n	t	3	meghökkentenek	meghökkentenek	enek	222	-0.5866319100073193	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
tilt	tilt	[/V][Prs.NDef.2Sg]	2.4688841658205796	252272	lt	l	t	1	tiltas	tiltasz	as	221	-0.5885926107728471	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	lt	NA	linking vowel always
fejlest	fejleszt	[/V][Prs.NDef.2Pl]	2.9435296996301	752514	st	s	t	2	fejlestetek	fejlesztetek	etek	218	-0.594528390853353	tek	fejlesttek	fejleszttek	3	-2.455863629738295	72.66666666666667	4.28588277412098	TRUE	2Pl (rajongotok)	268	t	stt	st	tt	linking vowel varies
dereng	dereng	[/V][Prs.NDef.2Pl]	1.2369245574431114	14788	ng	n	g	2	NA	NA	NA	NA	NA	tek	derengtek	derengtek	216	-0.5985311333070269	NA	NA	FALSE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel never
faḏast	fagyaszt	[/V][Prs.NDef.3Pl]	1.478803120085911	25810	st	s	t	2	faḏastanak	fagyasztanak	anak	213	-0.6046052810192202	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
hajt	hajt	[/V][Prs.NDef.2Pl]	2.919594521957997	712163	jt	j	t	1	hajtotok	hajtotok	otok	213	-0.6046052810192202	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	jt	NA	linking vowel always
árt	árt	[/V][Prs.NDef.2Pl]	2.658968559291343	390799	rt	r	t	1	ártotok	ártotok	otok	212	-0.6066490235292064	tok	árttok	árttok	3	-2.455863629738295	70.66666666666667	4.257973986003903	TRUE	2Pl (rajongotok)	268	t	rtt	rt	tt	linking vowel varies
mets	metsz	[/V][Prs.NDef.2Pl]	1.660411957842249	39210	ts	t	s	1	metsetek	metszetek	etek	209	-0.6128385983469038	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	ts	NA	linking vowel always
rekest	rekeszt	[/V][Prs.NDef.3Pl]	1.1855443730737816	13138	st	s	t	2	rekestenek	rekesztenek	enek	207	-0.6170145390010401	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
teng	teng	[/V][Prs.NDef.3Pl]	1.0082283031273636	8734	ng	n	g	1	tengenek	tengenek	enek	206	-0.6191176640888044	nek	tengnek	tengnek	68	-1.1004759717517214	3.0294117647058822	1.1083684636134743	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
forrong	forrong	[/V][Prs.NDef.3Pl]	0.7458975302127779	4774	ng	n	g	2	forronganak	forronganak	anak	205	-0.6212310234022035	nak	forrongnak	forrongnak	155	-0.7426531862876663	1.3225806451612903	0.2795848622191615	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
ránt	ránt	[/V][Prs.NDef.2Sg]	2.1327815031647908	116350	nt	n	t	1	rántas	rántasz	as	205	-0.6212310234022035	s	ránts	rántsz	10	-1.9329848844579576	20.5	3.0204248861443626	TRUE	2Sg (rajongasz)	438	s	nts	nt	ts	linking vowel varies
šikolt	sikolt	[/V][Prs.NDef.3Pl]	1.0121388856641615	8813	lt	l	t	2	šikoltanak	sikoltanak	anak	203	-0.6254888465447449	nak	šikoltnak	sikoltnak	5	-2.234014880121939	40.6	3.703768066607687	TRUE	3Pl (rajonganak)	440	n	ltn	lt	tn	linking vowel varies
kiált	kiált	[/V][Prs.NDef.2Pl]	2.355172642073583	194159	lt	l	t	2	kiáltotok	kiáltotok	otok	201	-0.629788827037469	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	lt	NA	linking vowel always
šüjjest	süllyeszt	[/V][Prs.NDef.3Pl]	1.4007847164155167	21566	st	s	t	2	šüjjestenek	süllyesztenek	enek	198	-0.6363196941964268	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
zökkent	zökkent	[/V][Prs.NDef.3Pl]	0.802614015240222	5440	nt	n	t	2	zökkentenek	zökkentenek	enek	198	-0.6363196941964268	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
biḏḏest	biggyeszt	[/V][Prs.NDef.3Pl]	0.9216247536378374	7155	st	s	t	2	biḏḏestenek	biggyesztenek	enek	197	-0.6385186582963649	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
tüssent	tüsszent	[/V][Prs.NDef.2Sg]	0.8046847428986841	5466	nt	n	t	2	tüssentes	tüsszentesz	es	197	-0.6385186582963649	s	tüssents	tüsszentsz	4	-2.3309248931299953	49.25	3.8969093676180977	TRUE	2Sg (rajongasz)	438	s	nts	nt	ts	linking vowel varies
fetreng	fetreng	[/V][Prs.NDef.2Sg]	1.1845515482523803	13108	ng	n	g	2	fetrenges	fetrengesz	es	43	-1.2995164288783714	s	fetrengs	fetrengsz	195	-0.6429502730954398	0.2205128205128205	-1.5117994428701844	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
növest	növeszt	[/V][Prs.NDef.2Sg]	1.5623235102166582	31283	st	s	t	2	növestes	növesztesz	es	194	-0.6451831545277318	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
döng	döng	[/V][Prs.NDef.3Pl]	0.5861865793637012	3305	ng	n	g	1	döngenek	döngenek	enek	192	-0.6496836557544082	nek	döngnek	döngnek	57	-1.1771100287854663	3.3684210526315788	1.2144441041932312	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
költ	költ	[/V][Prs.NDef.2Pl]	2.6688025015437415	399749	lt	l	t	1	költötök	költötök	ötök	190	-0.6542312835051288	tök	költtök	költtök	2	-2.6319548887939765	95	4.553876891600541	TRUE	2Pl (rajongotok)	268	t	ltt	lt	tt	linking vowel varies
biccent	biccent	[/V][Prs.NDef.3Pl]	0.9530543911084844	7692	nt	n	t	2	biccentenek	biccentenek	enek	189	-0.6565230802847137	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
vált	vált	[/V][Prs.NDef.2Pl]	3.138701646345799	1179469	lt	l	t	1	váltotok	váltotok	otok	189	-0.6565230802847137	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	lt	NA	linking vowel always
törlest	törleszt	[/V][Prs.NDef.2Sg]	1.6345355195171676	36942	st	s	t	2	törlestes	törlesztesz	es	188	-0.658827035194278	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
borzong	borzong	[/V][Prs.NDef.3Pl]	1.0175746771538423	8924	ng	n	g	2	borzonganak	borzonganak	anak	185	-0.6658131560549441	nak	borzongnak	borzongnak	24	-1.552773642746352	7.708333333333333	2.042301994730379	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
kereng	kereng	[/V][Prs.NDef.2Pl]	0.4808176323113937	2593	ng	n	g	2	NA	NA	NA	NA	NA	tek	kerengtek	kerengtek	184	-0.6681670614484213	NA	NA	FALSE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel never
örvend	örvend	[/V][Prs.NDef.2Sg]	2.1193126646506104	112797	nd	n	d	2	örvendes	örvendesz	es	184	-0.6681670614484213	s	örvends	örvendsz	72	-1.0756523880266893	2.5555555555555554	0.9382696385929302	TRUE	2Sg (rajongasz)	438	s	nds	nd	ds	linking vowel varies
hullajt	hullajt	[/V][Prs.NDef.3Pl]	0.7836860911021777	5208	jt	j	t	2	hullajtanak	hullajtanak	anak	182	-0.672913496472883	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	jt	NA	linking vowel always
tapast	tapaszt	[/V][Prs.NDef.3Pl]	1.133564654303976	11656	st	s	t	2	tapastanak	tapasztanak	anak	177	-0.6850116180961512	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
kereng	kereng	[/V][Prs.NDef.3Pl]	0.4808176323113937	2593	ng	n	g	2	kerengenek	kerengenek	enek	175	-0.6899468357716634	nek	kerengnek	kerengnek	155	-0.7426531862876663	1.1290322580645162	0.12136085700426753	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
čeppent	cseppent	[/V][Prs.NDef.2Sg]	1.115418071694782	11179	nt	n	t	2	čeppentes	cseppentesz	es	173	-0.6949387813291624	s	čeppents	cseppentsz	1	-2.932984884457958	173	5.153291594497779	TRUE	2Sg (rajongasz)	438	s	nts	nt	ts	linking vowel varies
višong	visong	[/V][Prs.NDef.3Pl]	0.3176790350052857	1781	ng	n	g	2	višonganak	visonganak	anak	173	-0.6949387813291624	nak	višongnak	visongnak	17	-1.702535963079684	10.176470588235293	2.3200782504415627	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
