lemma	lemma_orth	xpostag	llfpm10	lemma_freq	coda	c1	c2	lemma_syl_count	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset	suffix_init	trigram	bigram1	bigram2	type
toppant	toppant	[/V][Prs.NDef.2Sg]	0.13889712284816755	1180	nt	n	t	2	toppantas	toppantasz	as	34	-1.4015059674157029	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	nt	NA	linking vowel always
čeppent	cseppent	[/V][Prs.NDef.2Pl]	1.115418071694782	11179	nt	n	t	2	čeppentetek	cseppentetek	etek	33	-1.4144709445800705	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	nt	NA	linking vowel always
jajong	jajong	[/V][Prs.NDef.2Sg]	0.38214543272564394	2066	ng	n	g	2	jajongas	jajongasz	as	2	-2.6319548887939765	s	jajongs	jajongsz	33	-1.4144709445800705	0.06060606060606061	-2.803360380906535	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
teng	teng	[/V][Prs.NDef.2Pl]	1.0082283031273636	8734	ng	n	g	1	tengetek	tengetek	etek	3	-2.455863629738295	tek	tengtek	tengtek	33	-1.4144709445800705	0.09090909090909091	-2.3978952727983707	TRUE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel varies
tolong	tolong	[/V][Prs.NDef.2Pl]	1.2105607427804643	13917	ng	n	g	2	tolongotok	tolongotok	otok	1	-2.932984884457958	tok	tolongtok	tolongtok	33	-1.4144709445800705	0.030303030303030304	-3.4965075614664802	TRUE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel varies
zajong	zajong	[/V][Prs.NDef.2Sg]	0.8742117762529894	6415	ng	n	g	2	zajongas	zajongasz	as	2	-2.6319548887939765	s	zajongs	zajongsz	33	-1.4144709445800705	0.06060606060606061	-2.803360380906535	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
čöppent	csöppent	[/V][Prs.NDef.2Sg]	0.2749186459280938	1614	nt	n	t	2	čöppentes	csöppentesz	es	32	-1.427834906138052	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	nt	NA	linking vowel always
pišlant	pislant	[/V][Prs.NDef.3Pl]	0.4486715981278291	2408	nt	n	t	2	pišlantanak	pislantanak	anak	32	-1.427834906138052	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
ránt	ránt	[/V][Prs.1Sg›2]	2.1327815031647908	116350	nt	n	t	1	rántalak	rántalak	alak	32	-1.427834906138052	lak	rántlak	rántlak	3	-2.455863629738295	10.666666666666666	2.367123614131617	TRUE	1Sg›2 (rajongalak)	228	l	ntl	nt	tl	linking vowel varies
termest	termeszt	[/V][Prs.NDef.2Pl]	1.952517684470458	76825	st	s	t	2	termestetek	termesztetek	etek	32	-1.427834906138052	tek	termesttek	termeszttek	1	-2.932984884457958	32	3.4657359027997265	TRUE	2Pl (rajongotok)	268	t	stt	st	tt	linking vowel varies
ölt	ölt	[/V][Prs.NDef.2Pl]	2.2726768182003068	160569	lt	l	t	1	öltötök	öltötök	ötök	32	-1.427834906138052	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	lt	NA	linking vowel always
čavarint	csavarint	[/V][Prs.NDef.3Pl]	-0.01970098269753937	819	nt	n	t	3	čavarintanak	csavarintanak	anak	31	-1.4416231906236852	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
füṯṯent	füttyent	[/V][Prs.NDef.2Sg]	0.5728431493968784	3205	nt	n	t	2	füṯṯentes	füttyentesz	es	31	-1.4416231906236852	s	füṯṯents	füttyentsz	1	-2.932984884457958	31	3.4339872044851463	TRUE	2Sg (rajongasz)	438	s	nts	nt	ts	linking vowel varies
guṉṉast	gunnyaszt	[/V][Prs.NDef.3Pl]	-0.30052759227323356	429	st	s	t	2	guṉṉastanak	gunnyasztanak	anak	31	-1.4416231906236852	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
megšért	megsért	[/V][Prs.NDef.2Pl]	2.1871545349738746	131868	rt	r	t	2	megšértetek	megsértetek	etek	31	-1.4416231906236852	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	rt	NA	linking vowel always
serkest	szerkeszt	[/V][Prs.NDef.2Pl]	2.4176584720723215	224204	st	s	t	2	serkestetek	szerkesztetek	etek	31	-1.4416231906236852	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	st	NA	linking vowel always
akast	akaszt	[/V][Prs.1Sg›2]	2.0187556513332554	89483	st	s	t	2	akastalak	akasztalak	alak	30	-1.4558636297382954	lak	akastlak	akasztlak	1	-2.932984884457958	30	3.4011973816621555	TRUE	1Sg›2 (rajongalak)	228	l	stl	st	tl	linking vowel varies
fešt	fest	[/V][Prs.1Sg›2]	2.6777795819372385	408098	št	š	t	1	feštelek	festelek	elek	30	-1.4558636297382954	lek	feštlek	festlek	2	-2.6319548887939765	15	2.70805020110221	TRUE	1Sg›2 (rajongalak)	228	l	štl	št	tl	linking vowel varies
fost	foszt	[/V][Prs.NDef.2Sg]	1.6726648740591443	40332	st	s	t	1	fostas	fosztasz	as	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
hámlast	hámlaszt	[/V][Prs.NDef.2Sg]	0.4651288072725447	2501	st	s	t	2	hámlastas	hámlasztasz	as	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
hőzöng	hőzöng	[/V][Prs.NDef.2Pl]	0.5271609330337924	2885	ng	n	g	2	hőzöngötök	hőzöngötök	ötök	1	-2.932984884457958	tök	hőzöngtök	hőzöngtök	30	-1.4558636297382954	0.03333333333333333	-3.4011973816621555	TRUE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel varies
kukkant	kukkant	[/V][Prs.NDef.2Sg]	0.995564582543706	8483	nt	n	t	2	kukkantas	kukkantasz	as	30	-1.4558636297382954	s	kukkants	kukkantsz	1	-2.932984884457958	30	3.4011973816621555	TRUE	2Sg (rajongasz)	438	s	nts	nt	ts	linking vowel varies
puffant	puffant	[/V][Prs.NDef.3Pl]	-0.22286751934614157	513	nt	n	t	2	puffantanak	puffantanak	anak	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
šarjast	sarjaszt	[/V][Prs.NDef.2Sg]	-0.08295162676818883	708	st	s	t	2	šarjastas	sarjasztasz	as	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
šejt	sejt	[/V][Prs.1Sg›2]	2.9107709750098145	697840	jt	j	t	1	šejtelek	sejtelek	elek	30	-1.4558636297382954	lek	šejtlek	sejtlek	3	-2.455863629738295	10	2.302585092994046	TRUE	1Sg›2 (rajongalak)	228	l	jtl	jt	tl	linking vowel varies
ságuld	száguld	[/V][Prs.NDef.2Pl]	1.6960677532704322	42565	ld	l	d	2	ságuldotok	száguldotok	otok	30	-1.4558636297382954	tok	ságuldtok	száguldtok	2	-2.6319548887939765	15	2.70805020110221	TRUE	2Pl (rajongotok)	268	t	ldt	ld	dt	linking vowel varies
teṉést	tenyészt	[/V][Prs.NDef.2Pl]	1.5248516132674836	28697	st	s	t	2	teṉéstetek	tenyésztetek	etek	30	-1.4558636297382954	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	st	NA	linking vowel always
beért	beért	[/V][Prs.NDef.2Pl]	-0.8058800860931502	134	rt	r	t	2	beértetek	beértetek	etek	29	-1.4705868865590015	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	rt	NA	linking vowel always
čüng	csüng	[/V][Prs.NDef.2Pl]	1.166350393228	12570	ng	n	g	1	NA	NA	NA	NA	NA	tök	čüngtök	csüngtök	29	-1.4705868865590015	NA	NA	FALSE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel never
horpast	horpaszt	[/V][Prs.NDef.3Pl]	-0.11873728872603764	652	st	s	t	2	horpastanak	horpasztanak	anak	29	-1.4705868865590015	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
jukast	lyukaszt	[/V][Prs.NDef.2Sg]	0.8337996310399011	5845	st	s	t	2	jukastas	lyukasztasz	as	29	-1.4705868865590015	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
mets	metsz	[/V][Prs.NDef.2Sg]	1.660411957842249	39210	ts	t	s	1	NA	NA	NA	NA	NA	el	metsel	metszel	29	-1.4705868865590015	NA	NA	FALSE	2Sg (rajongasz)	438	e	tse	ts	se	linking vowel never
šuhint	suhint	[/V][Prs.NDef.2Sg]	0.7173226386739786	4470	nt	n	t	2	šuhintas	suhintasz	as	29	-1.4705868865590015	s	šuhints	suhintsz	1	-2.932984884457958	29	3.367295829986474	TRUE	2Sg (rajongasz)	438	s	nts	nt	ts	linking vowel varies
tapast	tapaszt	[/V][Prs.NDef.2Sg]	1.133564654303976	11656	st	s	t	2	tapastas	tapasztasz	as	29	-1.4705868865590015	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
ujjong	ujjong	[/V][Prs.NDef.2Pl]	1.3958430545563227	21322	ng	n	g	2	NA	NA	NA	NA	NA	tok	ujjongtok	ujjongtok	29	-1.4705868865590015	NA	NA	FALSE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel never
ešeng	eseng	[/V][Prs.NDef.2Pl]	0.2304746673120323	1457	ng	n	g	2	NA	NA	NA	NA	NA	tek	ešengtek	esengtek	28	-1.4858268531157386	NA	NA	FALSE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel never
hajt	hajt	[/V][Prs.1Sg›2]	2.919594521957997	712163	jt	j	t	1	hajtalak	hajtalak	alak	28	-1.4858268531157386	lak	hajtlak	hajtlak	3	-2.455863629738295	9.333333333333334	2.2335922215070942	TRUE	1Sg›2 (rajongalak)	228	l	jtl	jt	tl	linking vowel varies
kelest	keleszt	[/V][Prs.NDef.3Pl]	1.463231903833014	24901	st	s	t	2	kelestenek	kelesztenek	enek	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
meghökkent	meghökkent	[/V][Prs.1Sg›2]	0.7318450566851327	4622	nt	n	t	3	meghökkentelek	meghökkentelek	elek	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	1Sg›2 (rajongalak)	228	NA	NA	nt	NA	linking vowel always
rikkant	rikkant	[/V][Prs.NDef.3Pl]	0.4522637979452621	2428	nt	n	t	2	rikkantanak	rikkantanak	anak	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
šuvast	suvaszt	[/V][Prs.NDef.3Pl]	-0.07989535460609229	713	st	s	t	2	šuvastanak	suvasztanak	anak	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
salajt	szalajt	[/V][Prs.NDef.3Pl]	0.31938263000194106	1788	jt	j	t	2	salajtanak	szalajtanak	anak	28	-1.4858268531157386	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	jt	NA	linking vowel always
fejt	fejt	[/V][Prs.NDef.2Pl]	2.4782289537346416	257759	jt	j	t	1	fejtetek	fejtetek	etek	27	-1.5016211202989704	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	jt	NA	linking vowel always
firkant	firkant	[/V][Prs.NDef.3Pl]	0.35816187727392773	1955	nt	n	t	2	firkantanak	firkantanak	anak	27	-1.5016211202989704	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
kólint	kólint	[/V][Prs.NDef.3Pl]	0.27866951609522456	1628	nt	n	t	2	kólintanak	kólintanak	anak	27	-1.5016211202989704	nak	kólintnak	kólintnak	2	-2.6319548887939765	13.5	2.6026896854443837	TRUE	3Pl (rajonganak)	440	n	ntn	nt	tn	linking vowel varies
orront	orront	[/V][Prs.NDef.3Pl]	-0.32126157645061604	409	nt	n	t	2	orrontanak	orrontanak	anak	27	-1.5016211202989704	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
toppant	toppant	[/V][Prs.NDef.3Pl]	0.13889712284816755	1180	nt	n	t	2	toppantanak	toppantanak	anak	27	-1.5016211202989704	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
čillant	csillant	[/V][Prs.NDef.3Pl]	0.24627957988106755	1511	nt	n	t	2	čillantanak	csillantanak	anak	26	-1.5180115364871398	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
hánt	hánt	[/V][Prs.NDef.3Pl]	0.31005316422833656	1750	nt	n	t	1	hántanak	hántanak	anak	26	-1.5180115364871398	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
šóhajt	sóhajt	[/V][Prs.NDef.2Pl]	1.812815728087108	55693	jt	j	t	2	šóhajtotok	sóhajtotok	otok	26	-1.5180115364871398	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	jt	NA	linking vowel always
vissaért	visszaért	[/V][Prs.NDef.2Pl]	-0.9645019359040228	93	rt	r	t	3	vissaértetek	visszaértetek	etek	26	-1.5180115364871398	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	rt	NA	linking vowel always
döbbent	döbbent	[/V][Prs.NDef.2Pl]	1.650270582217736	38305	nt	n	t	2	döbbentetek	döbbentetek	etek	25	-1.5350448757859203	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	nt	NA	linking vowel always
forrong	forrong	[/V][Prs.NDef.2Sg]	0.7458975302127779	4774	ng	n	g	2	forrongas	forrongasz	as	1	-2.932984884457958	s	forrongs	forrongsz	25	-1.5350448757859203	0.04	-3.2188758248682006	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
hökkent	hökkent	[/V][Prs.NDef.3Pl]	0.16218446697379732	1245	nt	n	t	2	hökkentenek	hökkentenek	enek	25	-1.5350448757859203	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
rejt	rejt	[/V][Prs.NDef.2Pl]	2.5010631926907587	271674	jt	j	t	1	rejtetek	rejtetek	etek	25	-1.5350448757859203	tek	rejttek	rejttek	5	-2.234014880121939	5	1.6094379124341003	TRUE	2Pl (rajongotok)	268	t	jtt	jt	tt	linking vowel varies
utolért	utolért	[/V][Prs.1Sg›2]	0.844876739718284	5996	rt	r	t	3	utolértelek	utolértelek	elek	25	-1.5350448757859203	NA	NA	NA	NA	NA	NA	NA	FALSE	1Sg›2 (rajongalak)	228	NA	NA	rt	NA	linking vowel always
čapong	csapong	[/V][Prs.NDef.2Pl]	0.9335977926055912	7355	ng	n	g	2	NA	NA	NA	NA	NA	tok	čapongtok	csapongtok	24	-1.552773642746352	NA	NA	FALSE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel never
dönt	dönt	[/V][Prs.1Sg›2]	3.394476429170933	2125501	nt	n	t	1	döntelek	döntelek	elek	24	-1.552773642746352	lek	döntlek	döntlek	7	-2.087886844443701	3.4285714285714284	1.2321436812926323	TRUE	1Sg›2 (rajongalak)	228	l	ntl	nt	tl	linking vowel varies
loččant	loccsant	[/V][Prs.NDef.3Pl]	-0.04593050640700087	771	nt	n	t	2	loččantanak	loccsantanak	anak	24	-1.552773642746352	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
sikkast	szikkaszt	[/V][Prs.NDef.3Pl]	0.21407278657040207	1403	st	s	t	2	sikkastanak	szikkasztanak	anak	24	-1.552773642746352	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
vált	vált	[/V][Prs.1Sg›2]	3.138701646345799	1179469	lt	l	t	1	váltalak	váltalak	alak	24	-1.552773642746352	lak	váltlak	váltlak	7	-2.087886844443701	3.4285714285714284	1.2321436812926323	TRUE	1Sg›2 (rajongalak)	228	l	ltl	lt	tl	linking vowel varies
züllest	zülleszt	[/V][Prs.NDef.3Pl]	0.5057156484427785	2746	st	s	t	2	züllestenek	züllesztenek	enek	24	-1.552773642746352	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
árast	áraszt	[/V][Prs.NDef.2Pl]	2.0384301389270374	93630	st	s	t	2	árastotok	árasztotok	otok	24	-1.552773642746352	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	st	NA	linking vowel always
bont	bont	[/V][Prs.NDef.2Pl]	2.508831177112865	276577	nt	n	t	1	bontotok	bontotok	otok	23	-1.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	nt	NA	linking vowel always
hint	hint	[/V][Prs.NDef.2Pl]	1.5869611793795713	33109	nt	n	t	1	hintetek	hintetek	etek	23	-1.571257048440365	tek	hinttek	hinttek	2	-2.6319548887939765	11.5	2.4423470353692043	TRUE	2Pl (rajongotok)	268	t	ntt	nt	tt	linking vowel varies
kárörvend	kárörvend	[/V][Prs.NDef.2Pl]	0.26622159470369994	1582	nd	n	d	3	kárörvendetek	kárörvendetek	etek	1	-2.932984884457958	tek	kárörvendtek	kárörvendtek	23	-1.571257048440365	0.043478260869565216	-3.1354942159291497	TRUE	2Pl (rajongotok)	268	t	ndt	nd	dt	linking vowel varies
rekest	rekeszt	[/V][Prs.NDef.2Sg]	1.1855443730737816	13138	st	s	t	2	rekestes	rekesztesz	es	23	-1.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
šorvast	sorvaszt	[/V][Prs.NDef.3Pl]	0.3012792399208315	1715	st	s	t	2	šorvastanak	sorvasztanak	anak	23	-1.571257048440365	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
borong	borong	[/V][Prs.NDef.2Sg]	0.4584795273811454	2463	ng	n	g	2	borongas	borongasz	as	7	-2.087886844443701	s	borongs	borongsz	22	-1.5905622036357516	0.3181818181818182	-1.1451323043030026	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
hajlong	hajlong	[/V][Prs.NDef.2Pl]	0.787339832959484	5252	ng	n	g	2	NA	NA	NA	NA	NA	tok	hajlongtok	hajlongtok	22	-1.5905622036357516	NA	NA	FALSE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel never
pukkast	pukkaszt	[/V][Prs.NDef.3Pl]	0.07858555913932033	1027	st	s	t	2	pukkastanak	pukkasztanak	anak	22	-1.5905622036357516	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
tilt	tilt	[/V][Prs.NDef.2Pl]	2.4688841658205796	252272	lt	l	t	1	tiltotok	tiltotok	otok	21	-1.6107655897240385	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	lt	NA	linking vowel always
čüggest	csüggeszt	[/V][Prs.NDef.3Pl]	-0.08975210635994839	697	st	s	t	2	čüggestenek	csüggesztenek	enek	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
hullong	hullong	[/V][Prs.NDef.3Pl]	-0.6385186582963649	197	ng	n	g	2	hullonganak	hullonganak	anak	20	-1.6319548887939763	nak	hullongnak	hullongnak	2	-2.6319548887939765	10	2.302585092994046	TRUE	3Pl (rajonganak)	440	n	ngn	ng	gn	linking vowel varies
ideért	ideért	[/V][Prs.NDef.2Pl]	2.3820844674594666	206571	rt	r	t	3	ideértetek	ideértetek	etek	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	rt	NA	linking vowel always
köhint	köhint	[/V][Prs.NDef.2Sg]	0.30731469754475466	1739	nt	n	t	2	köhintes	köhintesz	es	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	nt	NA	linking vowel always
kösönt	köszönt	[/V][Prs.NDef.2Pl]	2.6232584999815622	359951	nt	n	t	2	kösöntötök	köszöntötök	ötök	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	nt	NA	linking vowel always
lázong	lázong	[/V][Prs.NDef.2Sg]	0.478803120085911	2581	ng	n	g	2	lázongas	lázongasz	as	4	-2.3309248931299953	s	lázongs	lázongsz	20	-1.6319548887939763	0.2	-1.6094379124341003	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
ṉalint	nyalint	[/V][Prs.NDef.3Pl]	-0.4529779415008072	302	nt	n	t	2	ṉalintanak	nyalintanak	anak	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
ojt	ojt	[/V][Prs.NDef.3Pl]	-0.10951065528765676	666	jt	j	t	1	ojtanak	ojtanak	anak	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	jt	NA	linking vowel always
ost	oszt	[/V][Prs.1Sg›2]	3.0325272520246824	923660	st	s	t	1	ostalak	osztalak	alak	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	1Sg›2 (rajongalak)	228	NA	NA	st	NA	linking vowel always
šikkast	sikkaszt	[/V][Prs.NDef.2Sg]	0.6841203460444203	4141	st	s	t	2	šikkastas	sikkasztasz	as	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
šújt	sújt	[/V][Prs.NDef.2Pl]	2.2020777650972594	136478	jt	j	t	1	šújtotok	sújtotok	otok	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	jt	NA	linking vowel always
tévest	téveszt	[/V][Prs.1Sg›2]	1.7844276275827178	52169	st	s	t	2	tévestelek	tévesztelek	elek	20	-1.6319548887939763	lek	tévestlek	tévesztlek	4	-2.3309248931299953	5	1.6094379124341003	TRUE	1Sg›2 (rajongalak)	228	l	stl	st	tl	linking vowel varies
vesejt	veszejt	[/V][Prs.NDef.3Pl]	0.22987810886396828	1455	jt	j	t	2	vesejtenek	veszejtenek	enek	20	-1.6319548887939763	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	jt	NA	linking vowel always
ömleng	ömleng	[/V][Prs.NDef.2Sg]	0.2612518642658714	1564	ng	n	g	2	ömlenges	ömlengesz	es	4	-2.3309248931299953	s	ömlengs	ömlengsz	20	-1.6319548887939763	0.2	-1.6094379124341003	TRUE	2Sg (rajongasz)	438	s	ngs	ng	gs	linking vowel varies
ömleng	ömleng	[/V][Prs.NDef.2Pl]	0.2612518642658714	1564	ng	n	g	2	NA	NA	NA	NA	NA	tek	ömlengtek	ömlengtek	20	-1.6319548887939763	NA	NA	FALSE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel never
jelent	jelent	[/V][Prs.1Sg›2]	3.848512349249592	6046405	nt	n	t	2	jelentelek	jelentelek	elek	19	-1.654231283505129	lek	jelentlek	jelentlek	5	-2.234014880121939	3.8	1.33500106673234	TRUE	1Sg›2 (rajongalak)	228	l	ntl	nt	tl	linking vowel varies
löṯṯint	löttyint	[/V][Prs.NDef.2Sg]	0.512307884968014	2788	nt	n	t	2	löṯṯintes	löttyintesz	es	19	-1.654231283505129	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	nt	NA	linking vowel always
megrettent	megrettent	[/V][Prs.NDef.3Pl]	0.09599282075082018	1069	nt	n	t	3	megrettentenek	megrettentenek	enek	19	-1.654231283505129	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	nt	NA	linking vowel always
tasajt	taszajt	[/V][Prs.NDef.3Pl]	-0.05850306675849135	749	jt	j	t	2	tasajtanak	taszajtanak	anak	19	-1.654231283505129	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	jt	NA	linking vowel always
tévest	téveszt	[/V][Prs.NDef.2Pl]	1.7844276275827178	52169	st	s	t	2	tévestetek	tévesztetek	etek	19	-1.654231283505129	NA	NA	NA	NA	NA	NA	NA	FALSE	2Pl (rajongotok)	268	NA	NA	st	NA	linking vowel always
bomlast	bomlaszt	[/V][Prs.NDef.2Sg]	0.7934978123268719	5327	st	s	t	2	bomlastas	bomlasztasz	as	18	-1.6777123793546518	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	st	NA	linking vowel always
dühöng	dühöng	[/V][Prs.NDef.2Pl]	1.3723234834061857	20198	ng	n	g	2	dühöngötök	dühöngötök	ötök	3	-2.455863629738295	tök	dühöngtök	dühöngtök	18	-1.6777123793546518	0.16666666666666666	-1.791759469228055	TRUE	2Pl (rajongotok)	268	t	ngt	ng	gt	linking vowel varies
felbujt	felbujt	[/V][Prs.NDef.3Pl]	-0.02023158078663485	818	jt	j	t	2	felbujtanak	felbujtanak	anak	18	-1.6777123793546518	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	jt	NA	linking vowel always
fullast	fullaszt	[/V][Prs.NDef.3Pl]	0.3806714621600735	2059	st	s	t	2	fullastanak	fullasztanak	anak	18	-1.6777123793546518	NA	NA	NA	NA	NA	NA	NA	FALSE	3Pl (rajonganak)	440	NA	NA	st	NA	linking vowel always
gerjest	gerjeszt	[/V][Prs.1Sg›2]	1.5671280377017365	31631	st	s	t	2	gerjestelek	gerjesztelek	elek	18	-1.6777123793546518	lek	gerjestlek	gerjesztlek	1	-2.932984884457958	18	2.8903717578961645	TRUE	1Sg›2 (rajongalak)	228	l	stl	st	tl	linking vowel varies
kaparint	kaparint	[/V][Prs.NDef.2Sg]	1.021257624981367	9000	nt	n	t	3	kaparintas	kaparintasz	as	18	-1.6777123793546518	NA	NA	NA	NA	NA	NA	NA	FALSE	2Sg (rajongasz)	438	NA	NA	nt	NA	linking vowel always
