segment1	segment2	dist
p	h	0.8235294117647058
p	i	0.9714285714285714
p	í	0.9714285714285714
p	j	0.9259259259259259
p	k	0.5882352941176471
p	l	0.9285714285714286
p	m	0.7142857142857143
p	n	0.9032258064516129
p	ṉ	0.9032258064516129
p	o	0.9428571428571428
p	ó	0.9428571428571428
p	ö	0.9473684210526316
p	ő	0.9473684210526316
p	p	0
p	r	0.9285714285714286
p	s	0.875
p	š	0.875
p	t	0.7586206896551724
p	ṯ	0.7407407407407407
p	u	0.9393939393939394
p	ú	0.9393939393939394
p	ü	0.9473684210526316
p	ű	0.9473684210526316
p	v	0.8181818181818181
p	z	0.9166666666666666
p	ž	0.9166666666666666
r	a	0.935483870967742
r	á	0.935483870967742
r	b	0.935483870967742
r	c	0.8484848484848485
r	č	0.8787878787878788
r	d	0.868421052631579
r	ḏ	0.8947368421052632
r	e	0.875
r	é	0.875
r	f	0.8518518518518519
r	g	0.9230769230769231
r	h	0.7777777777777778
r	i	0.8823529411764706
r	í	0.8823529411764706
r	j	0.44999999999999996
r	k	0.9166666666666666
r	l	0.11764705882352944
r	m	0.8846153846153846
r	n	0.7142857142857143
r	ṉ	0.8
r	o	0.9459459459459459
r	ó	0.9459459459459459
r	ö	0.8947368421052632
r	ő	0.8947368421052632
r	p	0.9285714285714286
r	r	0
r	s	0.6428571428571428
r	š	0.7333333333333334
r	t	0.8484848484848485
r	ṯ	0.8387096774193549
r	u	0.9428571428571428
r	ú	0.9428571428571428
r	ü	0.8947368421052632
r	ű	0.8947368421052632
r	v	0.8333333333333334
r	z	0.6774193548387097
r	ž	0.7575757575757576
s	a	0.9459459459459459
s	á	0.9459459459459459
s	b	0.9166666666666666
s	c	0.6666666666666667
s	č	0.7714285714285715
s	d	0.8048780487804879
s	ḏ	0.8571428571428572
s	e	0.8947368421052632
s	é	0.8947368421052632
s	f	0.7241379310344828
s	g	0.9032258064516129
s	h	0.7272727272727273
s	i	0.9
s	í	0.9
s	j	0.7241379310344828
s	k	0.8571428571428572
s	l	0.6428571428571428
s	m	0.9393939393939394
s	n	0.8648648648648649
s	ṉ	0.8947368421052632
s	o	0.9534883720930233
s	ó	0.9534883720930233
s	ö	0.9090909090909091
s	ő	0.9090909090909091
s	p	0.875
s	r	0.6428571428571428
s	s	0
s	š	0.4285714285714286
s	t	0.6666666666666667
s	ṯ	0.6451612903225806
s	u	0.9512195121951219
s	ú	0.9512195121951219
s	ü	0.9090909090909091
s	ű	0.9090909090909091
s	v	0.8666666666666667
s	z	0.4838709677419355
s	ž	0.6571428571428571
š	a	0.9459459459459459
š	á	0.9459459459459459
š	b	0.9166666666666666
š	c	0.7777777777777778
š	č	0.65625
š	d	0.8604651162790697
š	ḏ	0.8
š	e	0.8947368421052632
š	é	0.8947368421052632
š	f	0.7241379310344828
š	g	0.9032258064516129
š	h	0.7272727272727273
š	i	0.9
š	í	0.9
š	j	0.6296296296296297
š	k	0.8571428571428572
š	l	0.7333333333333334
š	m	0.9393939393939394
š	n	0.8947368421052632
š	ṉ	0.8648648648648649
š	o	0.9534883720930233
š	ó	0.9534883720930233
š	ö	0.9090909090909091
š	ő	0.9090909090909091
š	p	0.875
š	r	0.7333333333333334
š	s	0.4285714285714286
š	š	0
š	t	0.7777777777777778
š	ṯ	0.7647058823529411
š	u	0.9512195121951219
š	ú	0.9512195121951219
š	ü	0.9090909090909091
š	ű	0.9090909090909091
š	v	0.8666666666666667
š	z	0.6571428571428571
š	ž	0.4838709677419355
t	a	0.9736842105263158
t	á	0.9736842105263158
t	b	0.8529411764705882
t	c	0.16666666666666663
t	č	0.5172413793103448
t	d	0.5588235294117647
t	ḏ	0.736842105263158
t	e	0.95
t	é	0.95
t	f	0.8787878787878788
t	g	0.8275862068965517
t	h	0.88
t	i	0.9523809523809523
t	í	0.9523809523809523
t	j	0.8787878787878788
t	k	0.72
t	l	0.8484848484848485
t	m	0.90625
t	n	0.7647058823529411
t	ṉ	0.8333333333333334
t	o	0.9772727272727273
t	ó	0.9772727272727273
t	ö	0.9565217391304348
t	ő	0.9565217391304348
t	p	0.7586206896551724
t	r	0.8484848484848485
t	s	0.6666666666666667
t	š	0.7777777777777778
t	t	0
t	ṯ	0.09090909090909094
t	u	0.9761904761904762
t	ú	0.9761904761904762
t	ü	0.9565217391304348
t	ű	0.9565217391304348
t	v	0.9375
t	z	0.7948717948717949
t	ž	0.8536585365853658
ṯ	a	0.9722222222222222
ṯ	á	0.9722222222222222
ṯ	b	0.84375
ṯ	c	0.09090909090909094
ṯ	č	0.4814814814814815
ṯ	d	0.5757575757575757
ṯ	ḏ	0.7222222222222222
ṯ	e	0.9473684210526316
ṯ	é	0.9473684210526316
ṯ	f	0.8709677419354839
ṯ	g	0.8148148148148149
ṯ	h	0.8695652173913043
ṯ	i	0.95
ṯ	í	0.95
ṯ	j	0.8709677419354839
ṯ	k	0.6956521739130435
ṯ	l	0.8387096774193549
ṯ	m	0.9
ṯ	n	0.75
ṯ	ṉ	0.8235294117647058
