word1	word2	segment1	segment2	dist	phon_dist	length
bojong	čöng	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""-"", ""č"", ""ö"", ""n"", ""g""]"	[1.0, 1.0, 0.8387096774193549, 0.6, 0.0, 0.0]	3.438709677419355	6
bojong	lejt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""l"", ""e"", ""j"", ""-"", ""t"", ""-""]"	[0.935483870967742, 0.8378378378378378, 0.0, 1.0, 0.7647058823529411, 1.0]	4.538027591158521	6
bojong	ődöng	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""ő"", ""d"", ""ö"", ""n"", ""g""]"	[1.0, 0.775, 0.8947368421052632, 0.6, 0.0, 0.0]	3.2697368421052633	6
bojong	ešeng	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""e"", ""š"", ""e"", ""n"", ""g""]"	[1.0, 0.8378378378378378, 0.6296296296296297, 0.8378378378378378, 0.0, 0.0]	3.305305305305305	6
bojong	ont	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""-"", ""-"", ""o"", ""n"", ""t""]"	[1.0, 1.0, 1.0, 0.0, 0.0, 0.8275862068965517]	3.8275862068965516	6
bojong	šikolt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""š"", ""i"", ""k"", ""o"", ""l"", ""t""]"	[0.9166666666666666, 0.8461538461538461, 0.9130434782608696, 0.0, 0.7142857142857143, 0.8275862068965517]	4.217735912263649	6
bojong	fost	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""f"", ""o"", ""s"", ""-"", ""t"", ""-""]"	[0.7692307692307692, 0.0, 0.7241379310344828, 1.0, 0.7647058823529411, 1.0]	4.2580745826181925	6
bojong	tapast	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""t"", ""a"", ""p"", ""a"", ""s"", ""t""]"	[0.8529411764705882, 0.6206896551724138, 0.9259259259259259, 0.6206896551724138, 0.8648648648648649, 0.8275862068965517]	4.712697484502758	6
bojong	bong	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""b"", ""-"", ""-"", ""o"", ""n"", ""g""]"	[0.0, 1.0, 1.0, 0.0, 0.0, 0.0]	2.0	6
bojong	šikong	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""š"", ""i"", ""k"", ""o"", ""n"", ""g""]"	[0.9166666666666666, 0.8461538461538461, 0.9130434782608696, 0.0, 0.0, 0.0]	2.6758639910813824	6
bojong	fojt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""f"", ""o"", ""j"", ""-"", ""t"", ""-""]"	[0.7692307692307692, 0.0, 0.0, 1.0, 0.7647058823529411, 1.0]	3.5339366515837103	6
bojong	ijest	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""i"", ""j"", ""e"", ""s"", ""t""]"	[1.0, 0.8461538461538461, 0.0, 0.8378378378378378, 0.8648648648648649, 0.8275862068965517]	4.376442755753101	6
bojong	búšong	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""b"", ""ú"", ""š"", ""o"", ""n"", ""g""]"	[0.0, 0.7058823529411764, 0.6296296296296297, 0.0, 0.0, 0.0]	1.335511982570806	6
bojong	irt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""i"", ""r"", ""-"", ""t"", ""-""]"	[1.0, 0.8461538461538461, 0.44999999999999996, 1.0, 0.7647058823529411, 1.0]	5.060859728506787	6
bojong	füṯṯent	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""f"", ""ü"", ""ṯ"", ""ṯ"", ""e"", ""n"", ""t""]"	[0.7692307692307692, 0.7435897435897436, 1.0, 0.8709677419354839, 0.8378378378378378, 0.0, 0.8275862068965517]	5.049212299490386	7
bojong	akast	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""a"", ""k"", ""a"", ""s"", ""t""]"	[1.0, 0.6206896551724138, 0.9130434782608696, 0.6206896551724138, 0.8648648648648649, 0.8275862068965517]	4.846873860367113	6
bojong	fešt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""f"", ""e"", ""š"", ""-"", ""t"", ""-""]"	[0.7692307692307692, 0.8378378378378378, 0.6296296296296297, 1.0, 0.7647058823529411, 1.0]	5.001404119051178	6
bojong	kukkant	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""k"", ""u"", ""k"", ""k"", ""a"", ""n"", ""t""]"	[0.7727272727272727, 0.48275862068965514, 1.0, 0.9130434782608696, 0.6206896551724138, 0.0, 0.8275862068965517]	4.616805233746763	7
bojong	šuhint	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""š"", ""u"", ""h"", ""i"", ""n"", ""t""]"	[0.9166666666666666, 0.48275862068965514, 0.7647058823529411, 0.8461538461538461, 0.0, 0.8275862068965517]	3.8378712227596607	6
bojong	hajt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""h"", ""a"", ""j"", ""-"", ""t"", ""-""]"	[0.85, 0.6206896551724138, 0.0, 1.0, 0.7647058823529411, 1.0]	4.2353955375253545	6
bojong	dönt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""d"", ""-"", ""-"", ""ö"", ""n"", ""t""]"	[0.7428571428571429, 1.0, 1.0, 0.6, 0.0, 0.8275862068965517]	4.170443349753695	6
bojong	vált	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""v"", ""á"", ""l"", ""-"", ""t"", ""-""]"	[0.7391304347826086, 0.7878787878787878, 0.44999999999999996, 1.0, 0.7647058823529411, 1.0]	4.741715105014338	6
bojong	hullong	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""h"", ""u"", ""l"", ""l"", ""o"", ""n"", ""g""]"	[0.85, 0.48275862068965514, 1.0, 0.44999999999999996, 0.0, 0.0, 0.0]	2.7827586206896555	7
bojong	tévest	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""t"", ""é"", ""v"", ""e"", ""s"", ""t""]"	[0.8529411764705882, 0.8974358974358975, 0.8260869565217391, 0.8378378378378378, 0.8648648648648649, 0.8275862068965517]	5.106752940027479	6
bojong	gerjest	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""g"", ""e"", ""r"", ""j"", ""e"", ""s"", ""t""]"	[0.55, 0.8378378378378378, 1.0, 0.0, 0.8378378378378378, 0.8648648648648649, 0.8275862068965517]	4.918126747437093	7
bojong	vest	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""v"", ""e"", ""s"", ""-"", ""t"", ""-""]"	[0.7391304347826086, 0.8378378378378378, 0.7241379310344828, 1.0, 0.7647058823529411, 1.0]	5.06581208600787	6
bojong	kelt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""k"", ""e"", ""l"", ""-"", ""t"", ""-""]"	[0.7727272727272727, 0.8378378378378378, 0.44999999999999996, 1.0, 0.7647058823529411, 1.0]	4.8252709929180515	6
bojong	riast	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""r"", ""i"", ""-"", ""a"", ""s"", ""t""]"	[0.935483870967742, 0.8461538461538461, 1.0, 0.6206896551724138, 0.8648648648648649, 0.8275862068965517]	5.094778444055418	6
bojong	állong	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""á"", ""l"", ""l"", ""o"", ""n"", ""g""]"	[0.9696969696969697, 0.9459459459459459, 0.44999999999999996, 0.0, 0.0, 0.0]	2.3656429156429155	6
bojong	füröst	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""f"", ""ü"", ""r"", ""ö"", ""s"", ""t""]"	[0.7692307692307692, 0.7435897435897436, 0.44999999999999996, 0.6, 0.8648648648648649, 0.8275862068965517]	4.255271584581929	6
bojong	támast	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""t"", ""á"", ""m"", ""a"", ""s"", ""t""]"	[0.8529411764705882, 0.7878787878787878, 0.88, 0.6206896551724138, 0.8648648648648649, 0.8275862068965517]	4.833960691283206	6
bojong	sánt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""-"", ""s"", ""á"", ""n"", ""t""]"	[1.0, 1.0, 0.7241379310344828, 0.7878787878787878, 0.0, 0.8275862068965517]	4.339602925809822	6
bojong	önt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""-"", ""-"", ""ö"", ""n"", ""t""]"	[1.0, 1.0, 1.0, 0.6, 0.0, 0.8275862068965517]	4.427586206896552	6
bojong	billent	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""b"", ""i"", ""l"", ""l"", ""e"", ""n"", ""t""]"	[0.0, 0.8461538461538461, 1.0, 0.44999999999999996, 0.8378378378378378, 0.0, 0.8275862068965517]	3.9615778908882353	7
bojong	dülöng	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""d"", ""ü"", ""l"", ""ö"", ""n"", ""g""]"	[0.7428571428571429, 0.7435897435897436, 0.44999999999999996, 0.6, 0.0, 0.0]	2.5364468864468863	6
bojong	firkant	"[""b"", ""o"", ""j"", ""-"", ""o"", ""n"", ""g""]"	"[""f"", ""i"", ""r"", ""k"", ""a"", ""n"", ""t""]"	[0.7692307692307692, 0.8461538461538461, 0.44999999999999996, 1.0, 0.6206896551724138, 0.0, 0.8275862068965517]	4.5136604774535805	7
bojong	rikolt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""r"", ""i"", ""k"", ""o"", ""l"", ""t""]"	[0.935483870967742, 0.8461538461538461, 0.9130434782608696, 0.0, 0.7142857142857143, 0.8275862068965517]	4.236553116564724	6
bojong	villong	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""v"", ""i"", ""l"", ""l"", ""o"", ""n"", ""g""]"	[0.7391304347826086, 0.8461538461538461, 1.0, 0.44999999999999996, 0.0, 0.0, 0.0]	3.0352842809364544	7
bojong	šerkent	"[""b"", ""o"", ""j"", ""-"", ""o"", ""n"", ""g""]"	"[""š"", ""e"", ""r"", ""k"", ""e"", ""n"", ""t""]"	[0.9166666666666666, 0.8378378378378378, 0.44999999999999996, 1.0, 0.8378378378378378, 0.0, 0.8275862068965517]	4.869928549238894	7
bojong	beleért	"[""b"", ""o"", ""j"", ""o"", ""-"", ""n"", ""g""]"	"[""b"", ""e"", ""l"", ""e"", ""é"", ""r"", ""t""]"	[0.0, 0.8378378378378378, 0.44999999999999996, 0.8378378378378378, 1.0, 0.7142857142857143, 0.8275862068965517]	4.667547596857942	7
bojong	cuppant	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""c"", ""u"", ""p"", ""p"", ""a"", ""n"", ""t""]"	[0.8529411764705882, 0.48275862068965514, 1.0, 0.9259259259259259, 0.6206896551724138, 0.0, 0.8275862068965517]	4.709901585155135	7
bojong	vesejt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""v"", ""e"", ""s"", ""e"", ""j"", ""t""]"	[0.7391304347826086, 0.8378378378378378, 0.7241379310344828, 0.8378378378378378, 0.7931034482758621, 0.8275862068965517]	4.759633696665181	6
bojong	ölt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""-"", ""ö"", ""l"", ""-"", ""t"", ""-""]"	[1.0, 0.6, 0.44999999999999996, 1.0, 0.7647058823529411, 1.0]	4.814705882352941	6
bojong	čavarint	"[""-"", ""-"", ""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""č"", ""a"", ""v"", ""a"", ""r"", ""i"", ""n"", ""t""]"	[1.0, 1.0, 0.7391304347826086, 0.6206896551724138, 0.44999999999999996, 0.8461538461538461, 0.0, 0.8275862068965517]	5.48356014300542	8
bojong	fold	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""f"", ""o"", ""l"", ""-"", ""d"", ""-""]"	[0.7692307692307692, 0.0, 0.44999999999999996, 1.0, 0.5757575757575757, 1.0]	3.794988344988345	6
bojong	megdöbbent	"[""b"", ""o"", ""-"", ""j"", ""o"", ""-"", ""-"", ""-"", ""n"", ""g""]"	"[""m"", ""e"", ""g"", ""d"", ""ö"", ""b"", ""b"", ""e"", ""n"", ""t""]"	[0.5, 0.8378378378378378, 1.0, 0.8947368421052632, 0.6, 1.0, 1.0, 1.0, 0.0, 0.8275862068965517]	7.660160886839653	10
bojong	salajt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""s"", ""a"", ""l"", ""a"", ""j"", ""t""]"	[0.9166666666666666, 0.6206896551724138, 0.44999999999999996, 0.6206896551724138, 0.7931034482758621, 0.8275862068965517]	4.228735632183908	6
bojong	tapint	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""t"", ""a"", ""p"", ""i"", ""n"", ""t""]"	[0.8529411764705882, 0.6206896551724138, 0.9259259259259259, 0.8461538461538461, 0.0, 0.8275862068965517]	4.073296810619326	6
bojong	meghökkent	"[""b"", ""o"", ""-"", ""j"", ""o"", ""-"", ""-"", ""-"", ""n"", ""g""]"	"[""m"", ""e"", ""g"", ""h"", ""ö"", ""k"", ""k"", ""e"", ""n"", ""t""]"	[0.5, 0.8378378378378378, 1.0, 0.7647058823529411, 0.6, 1.0, 1.0, 1.0, 0.0, 0.8275862068965517]	7.53012992708733	10
bojong	rettent	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""r"", ""e"", ""t"", ""t"", ""e"", ""n"", ""t""]"	[0.935483870967742, 0.8378378378378378, 1.0, 0.8787878787878788, 0.8378378378378378, 0.0, 0.8275862068965517]	5.317533632327848	7
bojong	šetteng	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""š"", ""e"", ""t"", ""t"", ""e"", ""n"", ""g""]"	[0.9166666666666666, 0.8378378378378378, 1.0, 0.8787878787878788, 0.8378378378378378, 0.0, 0.0]	4.471130221130221	7
bojong	fejt	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""f"", ""e"", ""j"", ""-"", ""t"", ""-""]"	[0.7692307692307692, 0.8378378378378378, 0.0, 1.0, 0.7647058823529411, 1.0]	4.371774489421548	6
bojong	függest	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""f"", ""ü"", ""g"", ""g"", ""e"", ""s"", ""t""]"	[0.7692307692307692, 0.7435897435897436, 1.0, 0.92, 0.8378378378378378, 0.8648648648648649, 0.8275862068965517]	5.963109422419767	7
bojong	marast	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	"[""m"", ""a"", ""r"", ""a"", ""s"", ""t""]"	[0.5, 0.6206896551724138, 0.44999999999999996, 0.6206896551724138, 0.8648648648648649, 0.8275862068965517]	3.883830382106244	6
bojong	rikkant	"[""b"", ""o"", ""-"", ""j"", ""o"", ""n"", ""g""]"	"[""r"", ""i"", ""k"", ""k"", ""a"", ""n"", ""t""]"	[0.935483870967742, 0.8461538461538461, 1.0, 0.9130434782608696, 0.6206896551724138, 0.0, 0.8275862068965517]	5.142957057451423	7
zeng	küld	"[""z"", ""e"", ""n"", ""g""]"	"[""k"", ""ü"", ""l"", ""d""]"	[0.90625, 0.7894736842105263, 0.7142857142857143, 0.7]	3.1100093984962403	4
zeng	pillant	"[""-"", ""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""p"", ""i"", ""l"", ""l"", ""a"", ""n"", ""t""]"	[1.0, 1.0, 1.0, 0.6774193548387097, 0.6296296296296297, 0.0, 0.8275862068965517]	5.134635191364891	7
zeng	felejt	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""f"", ""e"", ""l"", ""e"", ""j"", ""t""]"	[1.0, 1.0, 0.6774193548387097, 0.0, 0.7931034482758621, 0.8275862068965517]	4.298109010011124	6
zeng	jelent	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""j"", ""e"", ""l"", ""e"", ""n"", ""t""]"	[1.0, 1.0, 0.6774193548387097, 0.0, 0.0, 0.8275862068965517]	3.5050055617352616	6
zeng	lézeng	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""l"", ""é"", ""z"", ""e"", ""n"", ""g""]"	[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]	2.0	6
zeng	lappang	"[""z"", ""-"", ""-"", ""-"", ""e"", ""n"", ""g""]"	"[""l"", ""a"", ""p"", ""p"", ""a"", ""n"", ""g""]"	[0.6774193548387097, 1.0, 1.0, 1.0, 0.6296296296296297, 0.0, 0.0]	4.30704898446834	7
zeng	kong	"[""z"", ""e"", ""n"", ""g""]"	"[""k"", ""o"", ""n"", ""g""]"	[0.90625, 0.8378378378378378, 0.0, 0.0]	1.7440878378378377	4
zeng	töpreng	"[""-"", ""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""t"", ""ö"", ""p"", ""r"", ""e"", ""n"", ""g""]"	[1.0, 1.0, 1.0, 0.6774193548387097, 0.0, 0.0, 0.0]	3.67741935483871	7
zeng	leng	"[""z"", ""e"", ""n"", ""g""]"	"[""l"", ""e"", ""n"", ""g""]"	[0.6774193548387097, 0.0, 0.0, 0.0]	0.6774193548387097	4
zeng	ront	"[""z"", ""e"", ""n"", ""g""]"	"[""r"", ""o"", ""n"", ""t""]"	[0.6774193548387097, 0.8378378378378378, 0.0, 0.8275862068965517]	2.3428433995730993	4
zeng	čüng	"[""z"", ""e"", ""n"", ""g""]"	"[""č"", ""ü"", ""n"", ""g""]"	[0.85, 0.7894736842105263, 0.0, 0.0]	1.6394736842105262	4
zeng	bánt	"[""z"", ""e"", ""n"", ""g""]"	"[""b"", ""á"", ""n"", ""t""]"	[0.8648648648648649, 0.8064516129032258, 0.0, 0.8275862068965517]	2.4989026846646425	4
zeng	kiált	"[""z"", ""e"", ""-"", ""n"", ""g""]"	"[""k"", ""i"", ""á"", ""l"", ""t""]"	[0.90625, 0.6, 1.0, 0.7142857142857143, 0.8275862068965517]	4.0481219211822665	5
zeng	ujjong	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""u"", ""j"", ""j"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.75, 0.8378378378378378, 0.0, 0.0]	3.5878378378378377	6
zeng	fetreng	"[""-"", ""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""f"", ""e"", ""t"", ""r"", ""e"", ""n"", ""g""]"	[1.0, 1.0, 1.0, 0.6774193548387097, 0.0, 0.0, 0.0]	3.67741935483871	7
zeng	terjeng	"[""-"", ""-"", ""z"", ""-"", ""e"", ""n"", ""g""]"	"[""t"", ""e"", ""r"", ""j"", ""e"", ""n"", ""g""]"	[1.0, 1.0, 0.6774193548387097, 1.0, 0.0, 0.0, 0.0]	3.67741935483871	7
zeng	int	"[""z"", ""e"", ""n"", ""g""]"	"[""-"", ""i"", ""n"", ""t""]"	[1.0, 0.6, 0.0, 0.8275862068965517]	2.4275862068965517	4
zeng	šejt	"[""z"", ""e"", ""n"", ""g""]"	"[""š"", ""e"", ""j"", ""t""]"	[0.6571428571428571, 0.0, 0.7931034482758621, 0.8275862068965517]	2.2778325123152707	4
zeng	küzd	"[""z"", ""e"", ""n"", ""g""]"	"[""k"", ""ü"", ""z"", ""d""]"	[0.90625, 0.7894736842105263, 0.7837837837837838, 0.7]	3.17950746799431	4
zeng	tátong	"[""z"", ""e"", ""-"", ""-"", ""n"", ""g""]"	"[""t"", ""á"", ""t"", ""o"", ""n"", ""g""]"	[0.7948717948717949, 0.8064516129032258, 1.0, 1.0, 0.0, 0.0]	3.6013234077750207	6
zeng	old	"[""z"", ""e"", ""n"", ""g""]"	"[""-"", ""o"", ""l"", ""d""]"	[1.0, 0.8378378378378378, 0.7142857142857143, 0.7]	3.2521235521235523	4
zeng	ḏújt	"[""z"", ""e"", ""n"", ""g""]"	"[""ḏ"", ""ú"", ""j"", ""t""]"	[0.7560975609756098, 0.9210526315789473, 0.7931034482758621, 0.8275862068965517]	3.297839847726971	4
zeng	ejt	"[""z"", ""e"", ""n"", ""g""]"	"[""-"", ""e"", ""j"", ""t""]"	[1.0, 0.0, 0.7931034482758621, 0.8275862068965517]	2.6206896551724137	4
zeng	őrjöng	"[""-"", ""z"", ""-"", ""e"", ""n"", ""g""]"	"[""ő"", ""r"", ""j"", ""ö"", ""n"", ""g""]"	[1.0, 0.6774193548387097, 1.0, 0.6470588235294117, 0.0, 0.0]	3.3244781783681217	6
zeng	zajong	"[""z"", ""e"", ""-"", ""-"", ""n"", ""g""]"	"[""z"", ""a"", ""j"", ""o"", ""n"", ""g""]"	[0.0, 0.6296296296296297, 1.0, 1.0, 0.0, 0.0]	2.6296296296296298	6
zeng	dühöng	"[""z"", ""-"", ""-"", ""e"", ""n"", ""g""]"	"[""d"", ""ü"", ""h"", ""ö"", ""n"", ""g""]"	[0.631578947368421, 1.0, 1.0, 0.6470588235294117, 0.0, 0.0]	3.278637770897833	6
zeng	dereng	"[""z"", ""-"", ""-"", ""e"", ""n"", ""g""]"	"[""d"", ""e"", ""r"", ""e"", ""n"", ""g""]"	[0.631578947368421, 1.0, 1.0, 0.0, 0.0, 0.0]	2.6315789473684212	6
zeng	čapong	"[""z"", ""e"", ""-"", ""-"", ""n"", ""g""]"	"[""č"", ""a"", ""p"", ""o"", ""n"", ""g""]"	[0.85, 0.6296296296296297, 1.0, 1.0, 0.0, 0.0]	3.4796296296296294	6
zeng	félt	"[""z"", ""e"", ""n"", ""g""]"	"[""f"", ""é"", ""l"", ""t""]"	[0.8235294117647058, 0.5714285714285714, 0.7142857142857143, 0.8275862068965517]	2.9368299043755433	4
zeng	ring	"[""z"", ""e"", ""n"", ""g""]"	"[""r"", ""i"", ""n"", ""g""]"	[0.6774193548387097, 0.6, 0.0, 0.0]	1.2774193548387096	4
zeng	üvölt	"[""-"", ""z"", ""e"", ""n"", ""g""]"	"[""ü"", ""v"", ""ö"", ""l"", ""t""]"	[1.0, 0.8064516129032258, 0.6470588235294117, 0.7142857142857143, 0.8275862068965517]	3.9953823576149032	5
zeng	hajlong	"[""z"", ""e"", ""-"", ""-"", ""-"", ""n"", ""g""]"	"[""h"", ""a"", ""j"", ""l"", ""o"", ""n"", ""g""]"	[0.76, 0.6296296296296297, 1.0, 1.0, 1.0, 0.0, 0.0]	4.3896296296296295	7
zeng	šért	"[""z"", ""e"", ""n"", ""g""]"	"[""š"", ""é"", ""r"", ""t""]"	[0.6571428571428571, 0.5714285714285714, 0.7142857142857143, 0.8275862068965517]	2.7704433497536947	4
zeng	fárast	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""f"", ""á"", ""r"", ""a"", ""s"", ""t""]"	[1.0, 1.0, 0.6774193548387097, 0.6296296296296297, 0.8648648648648649, 0.8275862068965517]	4.999500056229756	6
zeng	žong	"[""z"", ""e"", ""n"", ""g""]"	"[""ž"", ""o"", ""n"", ""g""]"	[0.4375, 0.8378378378378378, 0.0, 0.0]	1.2753378378378377	4
zeng	feseng	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""f"", ""e"", ""s"", ""e"", ""n"", ""g""]"	[1.0, 1.0, 0.4838709677419355, 0.0, 0.0, 0.0]	2.4838709677419355	6
zeng	ellentmond	"[""-"", ""-"", ""z"", ""e"", ""-"", ""-"", ""-"", ""-"", ""n"", ""g""]"	"[""e"", ""l"", ""l"", ""e"", ""n"", ""t"", ""m"", ""o"", ""n"", ""d""]"	[1.0, 1.0, 0.6774193548387097, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.7]	7.37741935483871	10
zeng	óhajt	"[""-"", ""z"", ""e"", ""n"", ""g""]"	"[""ó"", ""h"", ""a"", ""j"", ""t""]"	[1.0, 0.76, 0.6296296296296297, 0.7931034482758621, 0.8275862068965517]	4.010319284802043	5
zeng	mereng	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""m"", ""e"", ""r"", ""e"", ""n"", ""g""]"	[1.0, 1.0, 0.6774193548387097, 0.0, 0.0, 0.0]	2.67741935483871	6
zeng	lázong	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""l"", ""á"", ""z"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.0, 0.8378378378378378, 0.0, 0.0]	2.8378378378378377	6
zeng	hőzöng	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""h"", ""ő"", ""z"", ""ö"", ""n"", ""g""]"	[1.0, 1.0, 0.0, 0.6470588235294117, 0.0, 0.0]	2.6470588235294117	6
zeng	kezd	"[""z"", ""e"", ""n"", ""g""]"	"[""k"", ""e"", ""z"", ""d""]"	[0.90625, 0.0, 0.7837837837837838, 0.7]	2.3900337837837835	4
zeng	šóhajt	"[""z"", ""-"", ""-"", ""e"", ""n"", ""g""]"	"[""š"", ""ó"", ""h"", ""a"", ""j"", ""t""]"	[0.6571428571428571, 1.0, 1.0, 0.6296296296296297, 0.7931034482758621, 0.8275862068965517]	4.907462141944901	6
zeng	pang	"[""z"", ""e"", ""n"", ""g""]"	"[""p"", ""a"", ""n"", ""g""]"	[0.9166666666666666, 0.6296296296296297, 0.0, 0.0]	1.5462962962962963	4
zeng	teng	"[""z"", ""e"", ""n"", ""g""]"	"[""t"", ""e"", ""n"", ""g""]"	[0.7948717948717949, 0.0, 0.0, 0.0]	0.7948717948717949	4
zeng	forrong	"[""-"", ""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""f"", ""o"", ""r"", ""r"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 1.0, 0.6774193548387097, 0.8378378378378378, 0.0, 0.0]	4.515257192676548	7
zeng	ránt	"[""z"", ""e"", ""n"", ""g""]"	"[""r"", ""á"", ""n"", ""t""]"	[0.6774193548387097, 0.8064516129032258, 0.0, 0.8275862068965517]	2.311457174638487	4
zeng	tüssent	"[""-"", ""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""t"", ""ü"", ""s"", ""s"", ""e"", ""n"", ""t""]"	[1.0, 1.0, 1.0, 0.4838709677419355, 0.0, 0.0, 0.8275862068965517]	4.3114571746384875	7
zeng	döng	"[""z"", ""e"", ""n"", ""g""]"	"[""d"", ""ö"", ""n"", ""g""]"	[0.631578947368421, 0.6470588235294117, 0.0, 0.0]	1.2786377708978327	4
zeng	borzong	"[""-"", ""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""b"", ""o"", ""r"", ""z"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 1.0, 0.0, 0.8378378378378378, 0.0, 0.0]	3.8378378378378377	7
zeng	kereng	"[""-"", ""-"", ""z"", ""e"", ""n"", ""g""]"	"[""k"", ""e"", ""r"", ""e"", ""n"", ""g""]"	[1.0, 1.0, 0.6774193548387097, 0.0, 0.0, 0.0]	2.67741935483871	6
zeng	višong	"[""z"", ""e"", ""-"", ""-"", ""n"", ""g""]"	"[""v"", ""i"", ""š"", ""o"", ""n"", ""g""]"	[0.8064516129032258, 0.6, 1.0, 1.0, 0.0, 0.0]	3.4064516129032256	6
zeng	dong	"[""z"", ""e"", ""n"", ""g""]"	"[""d"", ""o"", ""n"", ""g""]"	[0.631578947368421, 0.8378378378378378, 0.0, 0.0]	1.469416785206259	4
