word1	word2	segment1	segment2	dist	phon_dist	length
mond	ságuld	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""s"", ""á"", ""g"", ""u"", ""l"", ""d""]"	[1.0, 1.0, 0.75, 0.48275862068965514, 0.7142857142857143, 0.0]	3.9470443349753697	6
mond	sorong	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""s"", ""o"", ""r"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.8846153846153846, 0.0, 0.0, 0.7]	3.5846153846153843	6
mond	ṉújt	"[""m"", ""o"", ""n"", ""d""]"	"[""ṉ"", ""ú"", ""j"", ""t""]"	[0.7307692307692308, 0.7058823529411764, 0.7931034482758621, 0.5588235294117647]	2.788578561398034	4
mond	árt	"[""m"", ""o"", ""n"", ""d""]"	"[""-"", ""á"", ""r"", ""t""]"	[1.0, 0.7878787878787878, 0.7142857142857143, 0.5588235294117647]	3.060988031576267	4
mond	ajánl	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""a"", ""j"", ""á"", ""n"", ""l""]"	[1.0, 0.88, 0.7878787878787878, 0.0, 0.868421052631579]	3.5362998405103667	5
mond	bojong	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""b"", ""o"", ""j"", ""o"", ""n"", ""g""]"	[0.5, 1.0, 1.0, 0.0, 0.0, 0.7]	3.2	6
mond	zeng	"[""m"", ""o"", ""n"", ""d""]"	"[""z"", ""e"", ""n"", ""g""]"	[0.9142857142857143, 0.8378378378378378, 0.0, 0.7]	2.452123552123552	4
mond	küld	"[""m"", ""o"", ""n"", ""d""]"	"[""k"", ""ü"", ""l"", ""d""]"	[0.85, 0.7435897435897436, 0.7142857142857143, 0.0]	2.307875457875458	4
mond	pillant	"[""m"", ""-"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""p"", ""i"", ""l"", ""l"", ""a"", ""n"", ""t""]"	[0.7142857142857143, 1.0, 1.0, 1.0, 0.6206896551724138, 0.0, 0.5588235294117647]	4.893798898869893	7
mond	felejt	"[""m"", ""o"", ""n"", ""-"", ""-"", ""d""]"	"[""f"", ""e"", ""l"", ""e"", ""j"", ""t""]"	[0.8333333333333334, 0.8378378378378378, 0.7142857142857143, 1.0, 1.0, 0.5588235294117647]	4.9442804148686506	6
mond	jelent	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""j"", ""e"", ""l"", ""e"", ""n"", ""t""]"	[0.88, 1.0, 1.0, 0.8378378378378378, 0.0, 0.5588235294117647]	4.276661367249602	6
mond	lézeng	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""l"", ""é"", ""z"", ""e"", ""n"", ""g""]"	[0.8846153846153846, 1.0, 1.0, 0.8378378378378378, 0.0, 0.7]	4.422453222453222	6
mond	lappang	"[""-"", ""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""l"", ""a"", ""p"", ""p"", ""a"", ""n"", ""g""]"	[1.0, 1.0, 1.0, 0.7142857142857143, 0.6206896551724138, 0.0, 0.7]	5.034975369458128	7
mond	kong	"[""m"", ""o"", ""n"", ""d""]"	"[""k"", ""o"", ""n"", ""g""]"	[0.85, 0.0, 0.0, 0.7]	1.5499999999999998	4
mond	töpreng	"[""m"", ""o"", ""-"", ""-"", ""-"", ""n"", ""d""]"	"[""t"", ""ö"", ""p"", ""r"", ""e"", ""n"", ""g""]"	[0.90625, 0.6, 1.0, 1.0, 1.0, 0.0, 0.7]	5.20625	7
mond	leng	"[""m"", ""o"", ""n"", ""d""]"	"[""l"", ""e"", ""n"", ""g""]"	[0.8846153846153846, 0.8378378378378378, 0.0, 0.7]	2.422453222453222	4
mond	ront	"[""m"", ""o"", ""n"", ""d""]"	"[""r"", ""o"", ""n"", ""t""]"	[0.8846153846153846, 0.0, 0.0, 0.5588235294117647]	1.4434389140271493	4
mond	čüng	"[""m"", ""o"", ""n"", ""d""]"	"[""č"", ""ü"", ""n"", ""g""]"	[0.9032258064516129, 0.7435897435897436, 0.0, 0.7]	2.346815550041357	4
mond	bánt	"[""m"", ""o"", ""n"", ""d""]"	"[""b"", ""á"", ""n"", ""t""]"	[0.5, 0.7878787878787878, 0.0, 0.5588235294117647]	1.8467023172905526	4
mond	kiált	"[""m"", ""-"", ""o"", ""n"", ""d""]"	"[""k"", ""i"", ""á"", ""l"", ""t""]"	[0.85, 1.0, 0.7878787878787878, 0.7142857142857143, 0.5588235294117647]	3.9109880315762666	5
mond	ujjong	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""u"", ""j"", ""j"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.88, 0.0, 0.0, 0.7]	3.58	6
mond	fetreng	"[""m"", ""-"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""f"", ""e"", ""t"", ""r"", ""e"", ""n"", ""g""]"	[0.8333333333333334, 1.0, 1.0, 1.0, 0.8378378378378378, 0.0, 0.7]	5.371171171171172	7
mond	terjeng	"[""-"", ""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""t"", ""e"", ""r"", ""j"", ""e"", ""n"", ""g""]"	[1.0, 1.0, 1.0, 0.88, 0.8378378378378378, 0.0, 0.7]	5.417837837837838	7
mond	int	"[""m"", ""o"", ""n"", ""d""]"	"[""-"", ""i"", ""n"", ""t""]"	[1.0, 0.8461538461538461, 0.0, 0.5588235294117647]	2.404977375565611	4
mond	šejt	"[""m"", ""o"", ""n"", ""d""]"	"[""š"", ""e"", ""j"", ""t""]"	[0.9393939393939394, 0.8378378378378378, 0.7931034482758621, 0.5588235294117647]	3.1291587549194038	4
mond	küzd	"[""m"", ""o"", ""n"", ""d""]"	"[""k"", ""ü"", ""z"", ""d""]"	[0.85, 0.7435897435897436, 0.7837837837837838, 0.0]	2.3773735273735275	4
mond	tátong	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""t"", ""á"", ""t"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.90625, 0.0, 0.0, 0.7]	3.60625	6
mond	old	"[""m"", ""o"", ""n"", ""d""]"	"[""-"", ""o"", ""l"", ""d""]"	[1.0, 0.0, 0.7142857142857143, 0.0]	1.7142857142857144	4
mond	ḏújt	"[""m"", ""o"", ""n"", ""d""]"	"[""ḏ"", ""ú"", ""j"", ""t""]"	[0.8529411764705882, 0.7058823529411764, 0.7931034482758621, 0.5588235294117647]	2.910750507099391	4
mond	ejt	"[""m"", ""o"", ""n"", ""d""]"	"[""-"", ""e"", ""j"", ""t""]"	[1.0, 0.8378378378378378, 0.7931034482758621, 0.5588235294117647]	3.1897648155254643	4
mond	őrjöng	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""ő"", ""r"", ""j"", ""ö"", ""n"", ""g""]"	[1.0, 1.0, 0.88, 0.6, 0.0, 0.7]	4.18	6
mond	zajong	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""z"", ""a"", ""j"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.88, 0.0, 0.0, 0.7]	3.58	6
mond	dühöng	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""d"", ""ü"", ""h"", ""ö"", ""n"", ""g""]"	[0.8571428571428572, 1.0, 1.0, 0.6, 0.0, 0.7]	4.1571428571428575	6
mond	dereng	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""d"", ""e"", ""r"", ""e"", ""n"", ""g""]"	[0.8571428571428572, 1.0, 1.0, 0.8378378378378378, 0.0, 0.7]	4.394980694980695	6
mond	čapong	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""č"", ""a"", ""p"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.7142857142857143, 0.0, 0.0, 0.7]	3.4142857142857146	6
mond	félt	"[""m"", ""o"", ""n"", ""d""]"	"[""f"", ""é"", ""l"", ""t""]"	[0.8333333333333334, 0.8974358974358975, 0.7142857142857143, 0.5588235294117647]	3.0038784744667097	4
mond	ring	"[""m"", ""o"", ""n"", ""d""]"	"[""r"", ""i"", ""n"", ""g""]"	[0.8846153846153846, 0.8461538461538461, 0.0, 0.7]	2.430769230769231	4
mond	üvölt	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""ü"", ""v"", ""ö"", ""l"", ""t""]"	[1.0, 0.6842105263157895, 0.6, 0.7142857142857143, 0.5588235294117647]	3.557319770013269	5
mond	hajlong	"[""-"", ""-"", ""m"", ""-"", ""o"", ""n"", ""d""]"	"[""h"", ""a"", ""j"", ""l"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.88, 1.0, 0.0, 0.0, 0.7]	4.58	7
mond	šért	"[""m"", ""o"", ""n"", ""d""]"	"[""š"", ""é"", ""r"", ""t""]"	[0.9393939393939394, 0.8974358974358975, 0.7142857142857143, 0.5588235294117647]	3.109939080527316	4
mond	fárast	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""f"", ""á"", ""r"", ""a"", ""s"", ""t""]"	[0.8333333333333334, 1.0, 1.0, 0.6206896551724138, 0.8648648648648649, 0.5588235294117647]	4.877711382782376	6
mond	žong	"[""m"", ""o"", ""n"", ""d""]"	"[""ž"", ""o"", ""n"", ""g""]"	[0.9142857142857143, 0.0, 0.0, 0.7]	1.6142857142857143	4
mond	feseng	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""f"", ""e"", ""s"", ""e"", ""n"", ""g""]"	[0.8333333333333334, 1.0, 1.0, 0.8378378378378378, 0.0, 0.7]	4.371171171171171	6
mond	ellentmond	"[""-"", ""-"", ""-"", ""-"", ""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""e"", ""l"", ""l"", ""e"", ""n"", ""t"", ""m"", ""o"", ""n"", ""d""]"	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]	6.0	10
mond	óhajt	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""ó"", ""h"", ""a"", ""j"", ""t""]"	[1.0, 0.8823529411764706, 0.6206896551724138, 0.7931034482758621, 0.5588235294117647]	3.8549695740365113	5
mond	mereng	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""m"", ""e"", ""r"", ""e"", ""n"", ""g""]"	[0.0, 1.0, 1.0, 0.8378378378378378, 0.0, 0.7]	3.537837837837838	6
mond	lázong	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""l"", ""á"", ""z"", ""o"", ""n"", ""g""]"	[0.8846153846153846, 1.0, 1.0, 0.0, 0.0, 0.7]	3.5846153846153843	6
mond	hőzöng	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""h"", ""ő"", ""z"", ""ö"", ""n"", ""g""]"	[0.8823529411764706, 1.0, 1.0, 0.6, 0.0, 0.7]	4.182352941176471	6
mond	kezd	"[""m"", ""o"", ""n"", ""d""]"	"[""k"", ""e"", ""z"", ""d""]"	[0.85, 0.8378378378378378, 0.7837837837837838, 0.0]	2.4716216216216216	4
mond	šóhajt	"[""m"", ""o"", ""-"", ""-"", ""n"", ""d""]"	"[""š"", ""ó"", ""h"", ""a"", ""j"", ""t""]"	[0.9393939393939394, 0.5625, 1.0, 1.0, 0.7931034482758621, 0.5588235294117647]	4.853820917081566	6
mond	pang	"[""m"", ""o"", ""n"", ""d""]"	"[""p"", ""a"", ""n"", ""g""]"	[0.7142857142857143, 0.6206896551724138, 0.0, 0.7]	2.0349753694581283	4
mond	teng	"[""m"", ""o"", ""n"", ""d""]"	"[""t"", ""e"", ""n"", ""g""]"	[0.90625, 0.8378378378378378, 0.0, 0.7]	2.444087837837838	4
mond	forrong	"[""m"", ""-"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""f"", ""o"", ""r"", ""r"", ""o"", ""n"", ""g""]"	[0.8333333333333334, 1.0, 1.0, 1.0, 0.0, 0.0, 0.7]	4.533333333333333	7
mond	ránt	"[""m"", ""o"", ""n"", ""d""]"	"[""r"", ""á"", ""n"", ""t""]"	[0.8846153846153846, 0.7878787878787878, 0.0, 0.5588235294117647]	2.231317701905937	4
mond	tüssent	"[""m"", ""o"", ""-"", ""-"", ""-"", ""n"", ""d""]"	"[""t"", ""ü"", ""s"", ""s"", ""e"", ""n"", ""t""]"	[0.90625, 0.7435897435897436, 1.0, 1.0, 1.0, 0.0, 0.5588235294117647]	5.208663273001508	7
mond	döng	"[""m"", ""o"", ""n"", ""d""]"	"[""d"", ""ö"", ""n"", ""g""]"	[0.8571428571428572, 0.6, 0.0, 0.7]	2.1571428571428575	4
mond	borzong	"[""m"", ""-"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""b"", ""o"", ""r"", ""z"", ""o"", ""n"", ""g""]"	[0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.7]	4.2	7
mond	kereng	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""k"", ""e"", ""r"", ""e"", ""n"", ""g""]"	[0.85, 1.0, 1.0, 0.8378378378378378, 0.0, 0.7]	4.3878378378378375	6
mond	višong	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""v"", ""i"", ""š"", ""o"", ""n"", ""g""]"	[0.6842105263157895, 1.0, 1.0, 0.0, 0.0, 0.7]	3.3842105263157896	6
mond	dong	"[""m"", ""o"", ""n"", ""d""]"	"[""d"", ""o"", ""n"", ""g""]"	[0.8571428571428572, 0.0, 0.0, 0.7]	1.5571428571428572	4
mond	told	"[""m"", ""o"", ""n"", ""d""]"	"[""t"", ""o"", ""l"", ""d""]"	[0.90625, 0.0, 0.7142857142857143, 0.0]	1.6205357142857144	4
mond	ing	"[""m"", ""o"", ""n"", ""d""]"	"[""-"", ""i"", ""n"", ""g""]"	[1.0, 0.8461538461538461, 0.0, 0.7]	2.546153846153846	4
mond	erest	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""e"", ""r"", ""e"", ""s"", ""t""]"	[1.0, 0.8846153846153846, 0.8378378378378378, 0.8648648648648649, 0.5588235294117647]	4.146141616729852	5
mond	žibong	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""ž"", ""i"", ""b"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.5, 0.0, 0.0, 0.7]	3.2	6
mond	čelleng	"[""-"", ""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""č"", ""e"", ""l"", ""l"", ""e"", ""n"", ""g""]"	[1.0, 1.0, 1.0, 0.8846153846153846, 0.8378378378378378, 0.0, 0.7]	5.422453222453223	7
mond	olt	"[""m"", ""o"", ""n"", ""d""]"	"[""-"", ""o"", ""l"", ""t""]"	[1.0, 0.0, 0.7142857142857143, 0.5588235294117647]	2.273109243697479	4
mond	tilt	"[""m"", ""o"", ""n"", ""d""]"	"[""t"", ""i"", ""l"", ""t""]"	[0.90625, 0.8461538461538461, 0.7142857142857143, 0.5588235294117647]	3.0255130898513256	4
mond	sippant	"[""-"", ""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""s"", ""i"", ""p"", ""p"", ""a"", ""n"", ""t""]"	[1.0, 1.0, 1.0, 0.7142857142857143, 0.6206896551724138, 0.0, 0.5588235294117647]	4.893798898869893	7
mond	jajong	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""j"", ""a"", ""j"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.88, 0.0, 0.0, 0.7]	3.58	6
mond	végrehajt	"[""m"", ""-"", ""-"", ""-"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""v"", ""é"", ""g"", ""r"", ""e"", ""h"", ""a"", ""j"", ""t""]"	[0.6842105263157895, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6206896551724138, 0.7931034482758621, 0.5588235294117647]	7.65682715917583	9
mond	ment	"[""m"", ""o"", ""n"", ""d""]"	"[""m"", ""e"", ""n"", ""t""]"	[0.0, 0.8378378378378378, 0.0, 0.5588235294117647]	1.3966613672496027	4
mond	kíšért	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""k"", ""í"", ""š"", ""é"", ""r"", ""t""]"	[0.85, 1.0, 1.0, 0.8974358974358975, 0.7142857142857143, 0.5588235294117647]	5.020545141133376	6
mond	érint	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""é"", ""r"", ""i"", ""n"", ""t""]"	[1.0, 0.8846153846153846, 0.8461538461538461, 0.0, 0.5588235294117647]	3.2895927601809953	5
mond	šújt	"[""m"", ""o"", ""n"", ""d""]"	"[""š"", ""ú"", ""j"", ""t""]"	[0.9393939393939394, 0.7058823529411764, 0.7931034482758621, 0.5588235294117647]	2.9972032700227427	4
mond	füllent	"[""m"", ""o"", ""-"", ""-"", ""-"", ""n"", ""d""]"	"[""f"", ""ü"", ""l"", ""l"", ""e"", ""n"", ""t""]"	[0.8333333333333334, 0.7435897435897436, 1.0, 1.0, 1.0, 0.0, 0.5588235294117647]	5.135746606334841	7
mond	bossant	"[""m"", ""o"", ""-"", ""-"", ""-"", ""n"", ""d""]"	"[""b"", ""o"", ""s"", ""s"", ""a"", ""n"", ""t""]"	[0.5, 0.0, 1.0, 1.0, 1.0, 0.0, 0.5588235294117647]	4.0588235294117645	7
mond	pussant	"[""m"", ""o"", ""-"", ""-"", ""-"", ""n"", ""d""]"	"[""p"", ""u"", ""s"", ""s"", ""a"", ""n"", ""t""]"	[0.7142857142857143, 0.48275862068965514, 1.0, 1.0, 1.0, 0.0, 0.5588235294117647]	4.755867864387134	7
mond	árast	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""á"", ""r"", ""a"", ""s"", ""t""]"	[1.0, 0.8846153846153846, 0.6206896551724138, 0.8648648648648649, 0.5588235294117647]	3.928993434064428	5
mond	hint	"[""m"", ""o"", ""n"", ""d""]"	"[""h"", ""i"", ""n"", ""t""]"	[0.8823529411764706, 0.8461538461538461, 0.0, 0.5588235294117647]	2.2873303167420813	4
mond	rejt	"[""m"", ""o"", ""n"", ""d""]"	"[""r"", ""e"", ""j"", ""t""]"	[0.8846153846153846, 0.8378378378378378, 0.7931034482758621, 0.5588235294117647]	3.0743802001408493	4
mond	tölt	"[""m"", ""o"", ""n"", ""d""]"	"[""t"", ""ö"", ""l"", ""t""]"	[0.90625, 0.6, 0.7142857142857143, 0.5588235294117647]	2.7793592436974794	4
mond	sállong	"[""-"", ""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""s"", ""á"", ""l"", ""l"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 1.0, 0.8846153846153846, 0.0, 0.0, 0.7]	4.584615384615384	7
mond	ömleng	"[""-"", ""m"", ""-"", ""o"", ""n"", ""d""]"	"[""ö"", ""m"", ""l"", ""e"", ""n"", ""g""]"	[1.0, 0.0, 1.0, 0.8378378378378378, 0.0, 0.7]	3.537837837837838	6
mond	reng	"[""m"", ""o"", ""n"", ""d""]"	"[""r"", ""e"", ""n"", ""g""]"	[0.8846153846153846, 0.8378378378378378, 0.0, 0.7]	2.422453222453222	4
mond	kérd	"[""m"", ""o"", ""n"", ""d""]"	"[""k"", ""é"", ""r"", ""d""]"	[0.85, 0.8974358974358975, 0.7142857142857143, 0.0]	2.461721611721612	4
mond	peng	"[""m"", ""o"", ""n"", ""d""]"	"[""p"", ""e"", ""n"", ""g""]"	[0.7142857142857143, 0.8378378378378378, 0.0, 0.7]	2.2521235521235523	4
mond	ráng	"[""m"", ""o"", ""n"", ""d""]"	"[""r"", ""á"", ""n"", ""g""]"	[0.8846153846153846, 0.7878787878787878, 0.0, 0.7]	2.3724941724941724	4
mond	megšért	"[""m"", ""o"", ""-"", ""-"", ""-"", ""n"", ""d""]"	"[""m"", ""e"", ""g"", ""š"", ""é"", ""r"", ""t""]"	[0.0, 0.8378378378378378, 1.0, 1.0, 1.0, 0.7142857142857143, 0.5588235294117647]	5.110947081535317	7
mond	márt	"[""m"", ""o"", ""n"", ""d""]"	"[""m"", ""á"", ""r"", ""t""]"	[0.0, 0.7878787878787878, 0.7142857142857143, 0.5588235294117647]	2.060988031576267	4
mond	kárörvend	"[""m"", ""-"", ""-"", ""o"", ""-"", ""-"", ""-"", ""n"", ""d""]"	"[""k"", ""á"", ""r"", ""ö"", ""r"", ""v"", ""e"", ""n"", ""d""]"	[0.85, 1.0, 1.0, 0.6, 1.0, 1.0, 1.0, 0.0, 0.0]	6.45	9
mond	félreért	"[""m"", ""-"", ""-"", ""-"", ""o"", ""-"", ""n"", ""d""]"	"[""f"", ""é"", ""l"", ""r"", ""e"", ""é"", ""r"", ""t""]"	[0.8333333333333334, 1.0, 1.0, 1.0, 0.8378378378378378, 1.0, 0.7142857142857143, 0.5588235294117647]	6.9442804148686506	8
mond	borong	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""b"", ""o"", ""r"", ""o"", ""n"", ""g""]"	[0.5, 1.0, 1.0, 0.0, 0.0, 0.7]	3.2	6
mond	čöng	"[""m"", ""o"", ""n"", ""d""]"	"[""č"", ""ö"", ""n"", ""g""]"	[0.9032258064516129, 0.6, 0.0, 0.7]	2.203225806451613	4
mond	lejt	"[""m"", ""o"", ""n"", ""d""]"	"[""l"", ""e"", ""j"", ""t""]"	[0.8846153846153846, 0.8378378378378378, 0.7931034482758621, 0.5588235294117647]	3.0743802001408493	4
mond	ődöng	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""ő"", ""d"", ""ö"", ""n"", ""g""]"	[1.0, 0.8571428571428572, 0.6, 0.0, 0.7]	3.1571428571428575	5
mond	ešeng	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""e"", ""š"", ""e"", ""n"", ""g""]"	[1.0, 0.9393939393939394, 0.8378378378378378, 0.0, 0.7]	3.4772317772317773	5
mond	ont	"[""m"", ""o"", ""n"", ""d""]"	"[""-"", ""o"", ""n"", ""t""]"	[1.0, 0.0, 0.0, 0.5588235294117647]	1.5588235294117647	4
mond	šikolt	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""š"", ""i"", ""k"", ""o"", ""l"", ""t""]"	[1.0, 1.0, 0.85, 0.0, 0.7142857142857143, 0.5588235294117647]	4.123109243697479	6
mond	fost	"[""m"", ""o"", ""n"", ""d""]"	"[""f"", ""o"", ""s"", ""t""]"	[0.8333333333333334, 0.0, 0.8648648648648649, 0.5588235294117647]	2.2570217276099633	4
mond	tapast	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""t"", ""a"", ""p"", ""a"", ""s"", ""t""]"	[1.0, 1.0, 0.7142857142857143, 0.6206896551724138, 0.8648648648648649, 0.5588235294117647]	4.7586637637347575	6
mond	bong	"[""m"", ""o"", ""n"", ""d""]"	"[""b"", ""o"", ""n"", ""g""]"	[0.5, 0.0, 0.0, 0.7]	1.2	4
mond	šikong	"[""-"", ""-"", ""m"", ""o"", ""n"", ""d""]"	"[""š"", ""i"", ""k"", ""o"", ""n"", ""g""]"	[1.0, 1.0, 0.85, 0.0, 0.0, 0.7]	3.55	6
mond	fojt	"[""m"", ""o"", ""n"", ""d""]"	"[""f"", ""o"", ""j"", ""t""]"	[0.8333333333333334, 0.0, 0.7931034482758621, 0.5588235294117647]	2.1852603110209605	4
mond	ijest	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""i"", ""j"", ""e"", ""s"", ""t""]"	[1.0, 0.88, 0.8378378378378378, 0.8648648648648649, 0.5588235294117647]	4.141526232114467	5
mond	búšong	"[""m"", ""-"", ""-"", ""o"", ""n"", ""d""]"	"[""b"", ""ú"", ""š"", ""o"", ""n"", ""g""]"	[0.5, 1.0, 1.0, 0.0, 0.0, 0.7]	3.2	6
mond	irt	"[""m"", ""o"", ""n"", ""d""]"	"[""-"", ""i"", ""r"", ""t""]"	[1.0, 0.8461538461538461, 0.7142857142857143, 0.5588235294117647]	3.1192630898513256	4
mond	füṯṯent	"[""m"", ""o"", ""-"", ""-"", ""-"", ""n"", ""d""]"	"[""f"", ""ü"", ""ṯ"", ""ṯ"", ""e"", ""n"", ""t""]"	[0.8333333333333334, 0.7435897435897436, 1.0, 1.0, 1.0, 0.0, 0.5588235294117647]	5.135746606334841	7
mond	akast	"[""-"", ""m"", ""o"", ""n"", ""d""]"	"[""a"", ""k"", ""a"", ""s"", ""t""]"	[1.0, 0.85, 0.6206896551724138, 0.8648648648648649, 0.5588235294117647]	3.8943780494490436	5
mond	fešt	"[""m"", ""o"", ""n"", ""d""]"	"[""f"", ""e"", ""š"", ""t""]"	[0.8333333333333334, 0.8378378378378378, 0.8947368421052632, 0.5588235294117647]	3.124731542688199	4
